XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
679605.353,3161141.476,21361,20613,10681,648.9559067
679607.303,3161130.543,21320,20594,10660,643.3879528
680211.1916,3160908.595,20594,19044,10297,2065.600601
680211.1916,3160908.595,20594,21320,10660,643.3879528
680213.8765,3160915.996,20613,19052,10307,2062.7316
680213.8765,3160915.996,20613,21361,10681,648.9559067
681759.6598,3164973.605,34946,32382,17473,2776.273355
682169.7121,3160184.127,18256,16976,9128,434.536944
682169.7121,3160184.127,18256,17948,9129,226.4107671
682169.7121,3160184.127,18256,19044,9522,205.8939843
682175.4269,3160396.979,19052,19044,9526,7.038112742
682175.4269,3160396.979,19052,19200,9600,664.8598275
682175.4269,3160396.979,19052,20102,10051,338.52872
682175.4269,3160396.979,19052,20613,10307,2062.7316
682175.458,3160389.941,19044,18256,9522,205.8939843
682175.458,3160389.941,19044,19042,9525,279.6646121
682175.458,3160389.941,19044,19052,9526,7.038112742
682175.458,3160389.941,19044,20594,10297,2065.600601
682176.8029,3160735.293,20102,19052,10051,338.52872
682370.8304,3159810.167,16976,16972,8488,284.7843286
682370.8304,3159810.167,16976,17948,8974,277.1967509
682370.8304,3159810.167,16976,18256,9128,434.536944
682374.3867,3160087.341,17948,16976,8974,277.1967509
682374.3867,3160087.341,17948,17580,8975,276.0799614
682374.3867,3160087.341,17948,18256,9129,226.4107671
682374.3867,3160087.341,17948,19042,9521,322.9107304
682455.0602,3160389.591,19042,17948,9521,322.9107304
682455.0602,3160389.591,19042,19044,9525,279.6646121
682455.0602,3160389.591,19042,19066,9534,217.7238523
682500.7034,3160168.382,18349,18350,9175,103.1393091
682570.7554,3162254.004,26166,23710,13083,1012.744482
682594.2443,3160206.65,18350,18349,9175,103.1393091
682594.2443,3160206.65,18350,18358,9179,20.508073
682594.2443,3160206.65,18350,19066,9533,213.5241905
682612.272,3160151.321,18359,18358,9180,58.87243133
682614.5016,3160209.847,18358,18350,9179,20.508073
682614.5016,3160209.847,18358,18359,9180,58.87243133
682614.5016,3160209.847,18358,18458,9229,43.30543546
682621.9037,3159967.161,17580,16972,8790,163.5687461
682621.9037,3159967.161,17580,17005,8791,326.3753405
682621.9037,3159967.161,17580,17948,8975,276.0799614
682621.9037,3159967.161,17580,18028,9014,203.5183509
682638.3506,3160162.169,18175,18028,9088,111.4967327
682646.6207,3160237.505,18458,18358,9229,43.30543546
682646.6207,3160237.505,18458,18526,9263,194.9348762
682655.6145,3159809.801,16972,11224,8486,3154.596068
682655.6145,3159809.801,16972,16976,8488,284.7843286
682655.6145,3159809.801,16972,17005,8503,264.0371212
682655.6145,3159809.801,16972,17580,8790,163.5687461
682672.0988,3160402.404,19066,18350,9533,213.5241905
682672.0988,3160402.404,19066,19042,9534,217.7238523
682672.0988,3160402.404,19066,19177,9589,175.4642381
682738.8986,3160119.443,18028,17580,9014,203.5183509
682738.8986,3160119.443,18028,18175,9088,111.4967327
682738.8986,3160119.443,18028,18526,9264,171.6370568
682825.2599,3162574.876,27272,27268,13636,949.2273099
682833.7732,3160437.956,19200,19052,9600,664.8598275
682833.7732,3160437.956,19200,19177,9601,9.628935964
682833.7732,3160437.956,19200,23710,11855,1404.532246
682836.4203,3160250.074,18526,18458,9263,194.9348762
682836.4203,3160250.074,18526,18028,9264,171.6370568
682836.4203,3160250.074,18526,19177,9590,207.4088672
682841.5921,3160432.337,19177,19066,9589,175.4642381
682841.5921,3160432.337,19177,18526,9590,207.4088672
682841.5921,3160432.337,19177,19200,9601,9.628935964
682841.5921,3160432.337,19177,23671,11836,1403.424477
682912.909,3159819.388,17005,16972,8503,264.0371212
682912.909,3159819.388,17005,16172,8504,459.0596894
682912.909,3159819.388,17005,17227,8614,58.42800759
682912.909,3159819.388,17005,17580,8791,326.3753405
682932.8984,3159874.29,17227,17005,8614,58.42800759
682932.8984,3159874.29,17227,17421,8711,2774.396629
682932.8984,3159874.29,17227,18831,9416,491.3165826
683075.6296,3163539.683,30306,29732,15153,1063.482173
683109.267,3160330.383,18831,17227,9416,491.3165826
683288.0216,3168609.503,52478,52234,26239,1018.093903
683300.6378,3159573.963,16172,11224,8086,1234.671568
683300.6378,3159573.963,16172,12633,8087,1339.500639
683300.6378,3159573.963,16172,17005,8504,459.0596894
683414.9405,3161705.625,23710,19200,11855,1404.532246
683414.9405,3161705.625,23710,23671,11856,11.82073584
683414.9405,3161705.625,23710,26166,13083,1012.744482
683414.9405,3161705.625,23710,26930,13465,827.2048907
683423.7148,3161697.704,23671,19177,11836,1403.424477
683423.7148,3161697.704,23671,22334,11837,1916.891924
683423.7148,3161697.704,23671,23710,11856,11.82073584
683423.7148,3161697.704,23671,26911,13456,830.1508317
683504.3238,3167141.983,46281,46282,23141,227.6319007
683700.8224,3157049.146,6244,6243,3122,2.579745622
683702.2473,3157051.296,6243,6244,3122,2.579745622
683702.2473,3157051.296,6243,6245,3123,133.040635
683702.2473,3157051.296,6243,6281,3141,18.86320697
683711.5221,3157336.763,7115,6281,3558,270.1387742
683711.5221,3157336.763,7115,7282,3645,248.5051903
683712.6814,3157067.011,6281,6243,3141,18.86320697
683712.6814,3157067.011,6281,6661,3331,178.2489232
683712.6814,3157067.011,6281,7115,3558,270.1387742
683713.1,3167230.712,46282,46281,23141,227.6319007
683713.1,3167230.712,46282,47143,75728,22.84467872
683728.2754,3167247.788,47143,47144,23572,356.9762909
683728.2754,3167247.788,47143,46282,75728,22.84467872
683729.6268,3162469.861,26930,23710,13465,827.2048907
683729.6268,3162469.861,26930,26911,13466,8.040608899
683729.6268,3162469.861,26930,27268,13634,117.3506557
683732.1141,3166388.534,47070,47069,23535,1054.492318
683736.4738,3162465.646,26911,23671,13456,830.1508317
683736.4738,3162465.646,26911,26903,13457,298.3099897
683736.4738,3162465.646,26911,26930,13466,8.040608899
683736.4738,3162465.646,26911,27255,13628,117.0658343
683740.0841,3162361.509,26645,26646,13323,294.9820599
683774.471,3162578.306,27268,26930,13634,117.3506557
683774.471,3162578.306,27268,27255,13635,9.140661541
683774.471,3162578.306,27268,27272,13636,949.2273099
683774.471,3162578.306,27268,28176,14088,288.1445504
683782.1801,3162573.394,27255,26911,13628,117.0658343
683782.1801,3162573.394,27255,27268,13635,9.140661541
683782.1801,3162573.394,27255,28151,14076,288.8835066
683816.434,3157211.602,6661,6281,3331,178.2489232
683816.434,3157211.602,6661,6663,3332,109.9346908
683816.434,3157211.602,6661,6938,3470,97.06392289
683834.7418,3157048.372,6245,6243,3123,133.040635
683834.7418,3157048.372,6245,6504,3252,315.336543
683860.9256,3158475.107,11224,9329,5612,1036.12333
683860.9256,3158475.107,11224,16172,8086,1234.671568
683860.9256,3158475.107,11224,16972,8486,3154.596068
683886.8377,3157275.919,6938,6799,3469,56.29761024
683886.8377,3157275.919,6938,6661,3470,97.06392289
683886.8377,3157275.919,6938,7282,3641,117.4323423
683897.916,3157138.691,6663,6661,3332,109.9346908
683902.6025,3162836.157,28176,27268,14088,288.1445504
683902.6025,3162836.157,28176,28151,14089,9.50009032
683902.6025,3162836.157,28176,29732,14866,533.9581737
683911.0273,3162831.767,28151,27255,14076,288.8835066
683911.0273,3162831.767,28151,28176,14089,9.50009032
683911.0273,3162831.767,28151,28400,14206,386.5092802
683911.0273,3162831.767,28151,29998,15000,638.5520498
683914.2208,3157388.145,7282,6938,3641,117.4323423
683914.2208,3157388.145,7282,7115,3645,248.5051903
683914.2208,3157388.145,7282,7035,3646,216.5239176
683923.8375,3157227.395,6800,6799,3400,27.89646527
683937.6321,3157251.642,6799,6800,3400,27.89646527
683937.6321,3157251.642,6799,6938,3469,56.29761024
683937.6321,3157251.642,6799,7035,3518,133.157387
684034.6897,3162464.021,26903,26646,13452,95.11551447
684034.6897,3162464.021,26903,26911,13457,298.3099897
684034.6897,3162464.021,26903,28400,14200,614.4580462
684034.9734,3162368.906,26646,26645,13323,294.9820599
684034.9734,3162368.906,26646,26648,13324,875.5258895
684034.9734,3162368.906,26646,26760,13380,1608.323875
684034.9734,3162368.906,26646,26903,13452,95.11551447
684037.894,3161493.418,26648,26646,13324,875.5258895
684054.7887,3157310.264,7035,6799,3518,133.157387
684054.7887,3157310.264,7035,6504,3519,164.0331014
684054.7887,3157310.264,7035,7282,3646,216.5239176
684054.7887,3157310.264,7035,7745,3873,324.45235
684054.9566,3167388.568,47144,47143,23572,356.9762909
684054.9566,3167388.568,47144,47091,75738,29.34162562
684056.3043,3157146.239,6504,6245,3252,315.336543
684056.3043,3157146.239,6504,6531,3266,457.9792948
684056.3043,3157146.239,6504,7035,3519,164.0331014
684077.7209,3161184.522,21521,21146,10761,1312.219203
684083.1734,3167380.522,47091,47069,23546,10.05633799
684083.1734,3167380.522,47091,47144,75738,29.34162562
684091.3158,3167374.62,47069,47070,23535,1054.492318
684091.3158,3167374.62,47069,44788,23536,695.4477121
684091.3158,3167374.62,47069,47091,23546,10.05633799
684091.3158,3167374.62,47069,49227,24614,1071.338424
684115.6311,3163323.253,29732,28176,14866,533.9581737
684115.6311,3163323.253,29732,29996,14998,100.5815759
684115.6311,3163323.253,29732,30306,15153,1063.482173
684130.6019,3163422.705,29996,29732,14998,100.5815759
684130.6019,3163422.705,29996,29998,14999,7.983504798
684130.6019,3163422.705,29996,31736,15868,589.6622497
684138.5854,3163422.72,29998,29996,14999,7.983504798
684138.5854,3163422.72,29998,28151,15000,638.5520498
684138.5854,3163422.72,29998,30008,15005,1499.33711
684138.5854,3163422.72,29998,31727,15864,586.0865341
684167.9312,3159304.492,15249,14278,7625,421.0187878
684237.4653,3162880.339,28400,26903,14200,614.4580462
684237.4653,3162880.339,28400,28151,14206,386.5092802
684237.4653,3162880.339,28400,28418,14209,1403.057137
684291.413,3168689.818,52718,52234,26359,147.2314093
684292.894,3168542.594,52234,52118,26117,201.3873704
684292.894,3168542.594,52234,52478,26239,1018.093903
684292.894,3168542.594,52234,52718,26359,147.2314093
684294.5725,3157528.367,7745,7035,3873,324.45235
684294.5725,3157528.367,7745,7728,3875,20.47055588
684294.5725,3157528.367,7745,8777,4389,545.9723351
684303.2391,3163985.765,31736,29996,15868,589.6622497
684303.2391,3163985.765,31736,31727,15869,9.649849651
684303.2391,3163985.765,31736,32382,16191,287.5625478
684311.9815,3163981.679,31727,29998,15864,586.0865341
684311.9815,3163981.679,31727,31008,15865,1516.349331
684311.9815,3163981.679,31727,31736,15869,9.649849651
684311.9815,3163981.679,31727,32371,16186,288.0887279
684313.0417,3157522.915,7728,6531,3864,421.0058618
684313.0417,3157522.915,7728,7745,3875,20.47055588
684346.9017,3163706.303,30885,30886,15443,1289.683223
684363.9689,3158762.541,12633,10949,6317,585.0473836
684363.9689,3158762.541,12633,13282,6664,248.6213586
684363.9689,3158762.541,12633,16172,8087,1339.500639
684424.2675,3164246.14,32382,31736,16191,287.5625478
684424.2675,3164246.14,32382,32371,16192,7.165813167
684424.2675,3164246.14,32382,34504,17252,1201.87417
684424.2675,3164246.14,32382,34946,17473,2776.273355
684430.9792,3164243.629,32371,31727,16186,288.0887279
684430.9792,3164243.629,32371,32382,16192,7.165813167
684430.9792,3164243.629,32371,34485,17243,1193.100364
684490.4034,3168503.689,52118,52117,26059,1246.306765
684490.4034,3168503.689,52118,52234,26117,201.3873704
684490.4034,3168503.689,52118,53507,26754,467.663801
684491.9932,3168971.337,53507,52118,26754,467.663801
684514.1951,3157153.076,6531,6504,3266,457.9792948
684514.1951,3157153.076,6531,5862,3267,341.6797873
684514.1951,3157153.076,6531,7728,3864,421.0058618
684517.709,3158869.419,13282,12723,6641,289.0576804
684517.709,3158869.419,13282,12633,6664,248.6213586
684517.709,3158869.419,13282,14278,7139,211.1661688
684522.785,3159080.524,14278,13282,7139,211.1661688
684522.785,3159080.524,14278,13197,7140,406.1647439
684522.785,3159080.524,14278,15249,7625,421.0187878
684522.785,3159080.524,14278,16702,8351,824.9544144
684669.6974,3156848.85,5862,5861,2931,1218.83538
684669.6974,3156848.85,5862,5546,2974,1333.192495
684669.6974,3156848.85,5862,6531,3267,341.6797873
684698.697,3167035.979,44788,44787,22394,548.8096719
684698.697,3167035.979,44788,47069,23536,695.4477121
684698.697,3167035.979,44788,47086,23543,349.5868382
684698.951,3157862.979,8777,7745,4389,545.9723351
684698.951,3157862.979,8777,9330,75445,144.112813
684708.8878,3158432.299,10949,9329,5475,428.2659288
684708.8878,3158432.299,10949,12633,6317,585.0473836
684708.8878,3158432.299,10949,12723,6362,360.4733499
684711.9459,3160770.223,20190,19118,10095,1256.945078
684715.8772,3159721.529,16702,14278,8351,824.9544144
684744.98,3157999.544,9330,9329,4665,15.87794095
684744.98,3157999.544,9330,8777,75445,144.112813
684750.0583,3158014.588,9329,9330,4665,15.87794095
684750.0583,3158014.588,9329,8160,4666,1237.686499
684750.0583,3158014.588,9329,10949,5475,428.2659288
684750.0583,3158014.588,9329,11224,5612,1036.12333
684773.7007,3167377.383,47086,44788,23543,349.5868382
684773.7007,3167377.383,47086,44787,23544,458.6540351
684773.7007,3167377.383,47086,49227,24615,417.6848257
684787.9553,3158779.656,12723,10949,6362,360.4733499
684787.9553,3158779.656,12723,13197,6599,98.9010451
684787.9553,3158779.656,12723,13282,6641,289.0576804
684840.7551,3158083.776,12211,12212,6106,714.7110054
684851.2498,3158855.651,13197,12723,6599,98.9010451
684851.2498,3158855.651,13197,12212,6600,426.5180008
684851.2498,3158855.651,13197,14278,7140,406.1647439
684881.5183,3167779.02,49227,47069,24614,1071.338424
684881.5183,3167779.02,49227,47086,24615,417.6848257
684881.5183,3167779.02,49227,50560,25280,874.7592271
685076.1709,3167043.689,44787,44788,22394,548.8096719
685076.1709,3167043.689,44787,44720,22395,38.73382638
685076.1709,3167043.689,44787,47086,23544,458.6540351
685113.8862,3161380.371,22334,21146,11167,423.5209289
685113.8862,3161380.371,22334,23671,11837,1916.891924
685113.8862,3161380.371,22334,24567,12284,936.6211685
685114.1255,3167036.01,44720,43620,22360,416.5852688
685114.1255,3167036.01,44720,44787,22395,38.73382638
685114.1255,3167036.01,44720,50516,25258,1213.640007
685178.0716,3165626.509,36930,34504,18465,767.7721252
685224.5191,3155763.822,5861,5862,2931,1218.83538
685228.8378,3158676.05,12212,12211,6106,714.7110054
685228.8378,3158676.05,12212,10703,6107,1106.564898
685228.8378,3158676.05,12212,13197,6600,426.5180008
685228.8378,3158676.05,12212,17421,8712,1360.712108
685301.4145,3164868.759,34504,32382,17252,1201.87417
685301.4145,3164868.759,34504,34485,17253,8.425185532
685301.4145,3164868.759,34504,34682,17341,609.3338092
685301.4145,3164868.759,34504,36930,18465,767.7721252
685302.7788,3164860.445,34485,32371,17243,1193.100364
685302.7788,3164860.445,34485,34504,17253,8.425185532
685302.7788,3164860.445,34485,34643,17322,607.47276
685330.1327,3166153.939,39502,34682,19751,1488.801396
685349.133,3161084.273,21146,20334,10573,401.4990943
685349.133,3161084.273,21146,21166,10583,300.0282943
685349.133,3161084.273,21146,21521,10761,1312.219203
685349.133,3161084.273,21146,22334,11167,423.5209289
685372.0254,3166726.723,43619,43620,21810,205.0626735
685502.2681,3166884.882,43620,43619,21810,205.0626735
685502.2681,3166884.882,43620,38226,21811,2301.772965
685502.2681,3166884.882,43620,44720,22360,416.5852688
685502.2681,3166884.882,43620,50074,25037,1317.799463
685631.3682,3164787.529,34202,31008,17101,1037.690411
685636.3523,3163749.851,31008,30886,15504,27.4164011
685636.3523,3163749.851,31008,30890,15505,43.14627134
685636.3523,3163749.851,31008,31727,15865,1516.349331
685636.3523,3163749.851,31008,34202,17101,1037.690411
685636.484,3163722.435,30886,30885,15443,1289.683223
685636.484,3163722.435,30886,30008,15444,297.6866569
685636.484,3163722.435,30886,30890,15445,33.52771227
685636.484,3163722.435,30886,31008,15504,27.4164011
685637.9138,3163424.751,30008,28418,15004,541.0550187
685637.9138,3163424.751,30008,29998,15005,1499.33711
685637.9138,3163424.751,30008,30016,15008,296.0772303
685637.9138,3163424.751,30008,30886,15444,297.6866569
685640.5125,3162883.703,28418,28400,14209,1403.057137
685640.5125,3162883.703,28418,26760,14210,474.4696308
685640.5125,3162883.703,28418,28428,14214,356.9736139
685640.5125,3162883.703,28418,30008,15004,541.0550187
685642.7915,3162409.239,26760,26646,13380,1608.323875
685642.7915,3162409.239,26760,24567,13381,514.5763192
685642.7915,3162409.239,26760,26810,13405,753.6180336
685642.7915,3162409.239,26760,28418,14210,474.4696308
685645.263,3161894.668,24567,22334,12284,936.6211685
685645.263,3161894.668,24567,21166,12285,806.6067324
685645.263,3161894.668,24567,24667,12442,325.8171019
685645.263,3161894.668,24567,26760,13381,514.5763192
685649.1372,3161088.071,21166,21146,10583,300.0282943
685649.1372,3161088.071,21166,20334,10584,265.6622776
685649.1372,3161088.071,21166,21182,10591,279.9129929
685649.1372,3161088.071,21166,24567,12285,806.6067324
685650.4132,3160822.412,20334,19118,10167,401.6002928
685650.4132,3160822.412,20334,20025,10168,303.7414602
685650.4132,3160822.412,20334,21146,10573,401.4990943
685650.4132,3160822.412,20334,21166,10584,265.6622776
685651.7952,3168136.704,50560,49227,25280,874.7592271
685651.7952,3168136.704,50560,50516,25281,13.03126897
685651.7952,3168136.704,50560,50662,25331,44.51094769
685652.3421,3160420.816,19118,17421,9559,492.6478851
685652.3421,3160420.816,19118,19121,9561,278.7662982
685652.3421,3160420.816,19118,20190,10095,1256.945078
685652.3421,3160420.816,19118,20334,10167,401.6002928
685652.4713,3168123.691,50516,44720,25258,1213.640007
685652.4713,3168123.691,50516,50074,25259,538.4093579
685652.4713,3168123.691,50516,50560,25281,13.03126897
685654.7084,3159928.174,17421,17227,8711,2774.396629
685654.7084,3159928.174,17421,12212,8712,1360.712108
685654.7084,3159928.174,17421,17427,8714,74.25546427
685654.7084,3159928.174,17421,19118,9559,492.6478851
685666.6196,3168186.71,52117,52118,26059,1246.306765
685666.6196,3168186.71,52117,50674,75765,26.23310082
685670.0091,3163722.854,30890,30886,15445,33.52771227
685670.0091,3163722.854,30890,30156,15446,361.0632885
685670.0091,3163722.854,30890,30924,15462,384.2212352
685670.0091,3163722.854,30890,31008,15505,43.14627134
685684.1717,3168167.214,50674,50662,25337,5.471287409
685684.1717,3168167.214,50674,52117,75765,26.23310082
685687.6906,3168163.024,50662,50560,25331,44.51094769
685687.6906,3168163.024,50662,50674,25337,5.471287409
685687.6906,3168163.024,50662,52646,26323,984.6124369
685725.6423,3159445.561,16488,16487,8244,204.8684694
685728.9632,3159928.478,17427,17421,8714,74.25546427
685728.9632,3159928.478,17427,17251,8715,49.41184145
685728.9632,3159928.478,17427,17431,8716,74.52381556
685729.1784,3159879.066,17251,16913,8626,84.08217793
685729.1784,3159879.066,17251,17240,8627,74.36928583
685729.1784,3159879.066,17251,17427,8715,49.41184145
685729.5417,3159794.985,16913,16785,8457,47.00661623
685729.5417,3159794.985,16913,17177,8589,140.289376
685729.5417,3159794.985,16913,17251,8626,84.08217793
685729.7481,3159747.979,16785,16487,8393,97.64881065
685729.7481,3159747.979,16785,16774,8394,70.16341345
685729.7481,3159747.979,16785,16913,8457,47.00661623
685730.1696,3159650.331,16487,16488,8244,204.8684694
685730.1696,3159650.331,16487,16484,8248,64.545563
685730.1696,3159650.331,16487,16785,8393,97.64881065
685761.6088,3159891.662,17316,17314,8658,41.91557362
685774.2287,3156003.297,5545,5546,2773,692.0910845
685792.806,3159446.636,15888,15883,7944,307.7365514
685794.3369,3159649.574,16484,16446,8242,37.80624575
685794.3369,3159649.574,16484,16487,8248,64.545563
685794.3369,3159649.574,16484,16774,8387,95.23121956
685799.7104,3159744.653,16774,16484,8387,95.23121956
685799.7104,3159744.653,16774,16687,8388,76.22837888
685799.7104,3159744.653,16774,16785,8394,70.16341345
685803.4864,3159928.783,17431,17427,8716,74.52381556
685803.4864,3159928.783,17431,17314,8717,37.83098458
685803.4864,3159928.783,17431,17435,8718,115.2354876
685803.5184,3159890.952,17314,17240,8657,13.3233608
685803.5184,3159890.952,17314,17316,8658,41.91557362
685803.5184,3159890.952,17314,17431,8717,37.83098458
685803.5338,3159877.629,17240,17177,8620,13.51189903
685803.5338,3159877.629,17240,17251,8627,74.36928583
685803.5338,3159877.629,17240,17314,8657,13.3233608
685803.5425,3159864.117,17177,16913,8589,140.289376
685803.5425,3159864.117,17177,17060,8590,67.58928216
685803.5425,3159864.117,17177,17240,8620,13.51189903
685831.2196,3159641.269,16446,16402,8223,87.18870679
685831.2196,3159641.269,16446,16484,8242,37.80624575
685831.2196,3159641.269,16446,16687,8344,87.59489021
685840.9554,3159755.028,16960,16959,8480,54.30301133
685853.8426,3159807.662,16959,16960,8480,54.30301133
685853.8426,3159807.662,16959,16897,8481,65.69064521
685853.8426,3159807.662,16959,17060,8530,27.08759058
685863.4533,3159832.988,17060,16959,8530,27.08759058
685863.4533,3159832.988,17060,17035,8531,50.74581717
685863.4533,3159832.988,17060,17177,8590,67.58928216
685870.7731,3156614.087,5546,5545,2773,692.0910845
685870.7731,3156614.087,5546,5862,2974,1333.192495
685870.7731,3156614.087,5546,6856,3428,985.4644849
685871.317,3159719.108,16687,16446,8344,87.59489021
685871.317,3159719.108,16687,16751,8376,26.86478712
685871.317,3159719.108,16687,16774,8388,76.22837888
685883.181,3162456.038,28429,28428,14215,552.4400556
685890.5248,3159737.292,16751,16687,8376,26.86478712
685890.5248,3159737.292,16751,16825,8413,52.82449951
685890.5248,3159737.292,16751,16897,8449,53.92872466
685907.3688,3164907.346,34643,34485,17322,607.47276
685907.3688,3164907.346,34643,30924,17323,1241.484154
685907.3688,3164907.346,34643,34682,17342,8.600510508
685907.3688,3164907.346,34643,35415,17708,1033.368577
685907.8487,3164915.933,34682,34504,17341,609.3338092
685907.8487,3164915.933,34682,34643,17342,8.600510508
685907.8487,3164915.933,34682,35440,17720,1032.826755
685907.8487,3164915.933,34682,39502,19751,1488.801396
685908.6999,3159826.755,17035,16903,8518,44.26873908
685908.6999,3159826.755,17035,17060,8531,50.74581717
685908.6999,3159826.755,17035,17141,8571,26.85024564
685908.9528,3159787.974,16897,16751,8449,53.92872466
685908.9528,3159787.974,16897,16903,8452,9.269041824
685908.9528,3159787.974,16897,16959,8481,65.69064521
685916.0149,3159624.08,16402,16401,8201,180.1544715
685916.0149,3159624.08,16402,16401,8203,60.24283384
685916.0149,3159624.08,16402,16446,8223,87.18870679
685917.899,3159790.4,16903,16897,8452,9.269041824
685917.899,3159790.4,16903,16881,8453,30.41073179
685917.899,3159790.4,16903,17035,8518,44.26873908
685918.7209,3159929.258,17435,17431,8718,115.2354876
685918.7209,3159929.258,17435,17141,8719,77.92683453
685918.7209,3159929.258,17435,17439,8720,13.90659153
685919.5066,3159851.335,17141,17035,8571,26.85024564
685919.5066,3159851.335,17141,17117,8572,47.68803335
685919.5066,3159851.335,17141,17435,8719,77.92683453
685926.4873,3161911.231,24667,21182,12334,819.6213628
685926.4873,3161911.231,24667,24813,12411,495.1653571
685926.4873,3161911.231,24667,24567,12442,325.8171019
685929.0278,3161091.614,21182,21166,10591,279.9129929
685929.0278,3161091.614,21182,20025,10592,387.3664397
685929.0278,3161091.614,21182,21210,10605,514.5835151
685929.0278,3161091.614,21182,24667,12334,819.6213628
685930.2284,3160704.249,20025,19121,10013,283.0755266
685930.2284,3160704.249,20025,20027,10014,635.2265986
685930.2284,3160704.249,20025,20334,10168,303.7414602
685930.2284,3160704.249,20025,21182,10592,387.3664397
685931.1082,3160421.175,19121,19118,9561,278.7662982
685931.1082,3160421.175,19121,17439,9562,491.8656128
685931.1082,3160421.175,19121,20025,10013,283.0755266
685932.6274,3159929.312,17439,17435,8720,13.90659153
685932.6274,3159929.312,17439,17442,8721,34.13477548
685932.6274,3159929.312,17439,19121,9562,491.8656128
685933.1172,3157664.831,8160,7358,4080,624.8590982
685933.1172,3157664.831,8160,9233,4617,382.2105231
685933.1172,3157664.831,8160,9329,4666,1237.686499
685933.9556,3163428.318,30016,30008,15008,296.0772303
685933.9556,3163428.318,30016,29274,15009,355.2235641
685933.9556,3163428.318,30016,30156,15078,76.76067941
685935.037,3159765.665,16825,16751,8413,52.82449951
685935.037,3159765.665,16825,16799,8414,31.05347303
685935.037,3159765.665,16825,16881,8441,21.01499423
685947.2588,3159782.474,16881,16825,8441,21.01499423
685947.2588,3159782.474,16881,16903,8453,30.41073179
685947.2588,3159782.474,16881,17101,8551,62.9392603
685951.6609,3163496.936,30156,30016,15078,76.76067941
685951.6609,3163496.936,30156,30890,15446,361.0632885
685951.6609,3163496.936,30156,30924,15463,252.8583925
685962.7988,3159751.751,16799,16525,8400,133.5440093
685962.7988,3159751.751,16799,16757,8401,60.77263474
685962.7988,3159751.751,16799,16825,8414,31.05347303
685966.0501,3159842.319,17101,16881,8551,62.9392603
685966.0501,3159842.319,17101,16985,8552,84.98159438
685966.0501,3159842.319,17101,17117,8559,1.433328139
685966.3509,3159843.72,17117,17101,8559,1.433328139
685966.3509,3159843.72,17117,17141,8572,47.68803335
685966.3509,3159843.72,17117,17442,8722,85.76853818
685966.7617,3159929.488,17442,17439,8721,34.13477548
685966.7617,3159929.488,17442,17117,8722,85.76853818
685966.7617,3159929.488,17442,17446,8723,156.9636799
685974.4757,3159629.541,16401,16402,8201,180.1544715
685974.4757,3159629.541,16401,16402,8203,60.24283384
685974.4757,3159629.541,16401,16525,8263,38.69589832
685990.8811,3159664.584,16525,16401,8263,38.69589832
685990.8811,3159664.584,16525,16757,8379,79.15160314
685990.8811,3159664.584,16525,16799,8400,133.5440093
685997.4748,3162885.651,28428,28418,14214,356.9736139
685997.4748,3162885.651,28428,28429,14215,552.4400556
685997.4748,3162885.651,28428,29274,14637,327.5129728
686000.7804,3158117.231,9791,9233,4896,126.6100981
686000.7804,3158117.231,9791,9757,4898,81.72142207
686000.7804,3158117.231,9791,10485,5243,181.0137772
686005.4352,3157991.585,9233,8160,4617,382.2105231
686005.4352,3157991.585,9233,9043,4618,329.1213389
686005.4352,3157991.585,9233,9791,4896,126.6100981
686020.3256,3159737.699,16757,16525,8379,79.15160314
686020.3256,3159737.699,16757,16799,8401,60.77263474
686020.3256,3159737.699,16757,16985,8493,82.43868024
686042.3195,3158293.336,10485,9791,5243,181.0137772
686042.3195,3158293.336,10485,10620,5310,119.730455
686042.3195,3158293.336,10485,10703,5352,62.70550132
686046.6627,3159815.421,16985,16757,8493,82.43868024
686046.6627,3159815.421,16985,16995,8508,78.04548152
686046.6627,3159815.421,16985,17101,8552,84.98159438
686050.044,3158354.334,10703,10485,5352,62.70550132
686050.044,3158354.334,10703,10779,5390,38.72493609
686050.044,3158354.334,10703,12212,6107,1106.564898
686054.2003,3163727.66,30924,30890,15462,384.2212352
686054.2003,3163727.66,30924,30156,15463,252.8583925
686054.2003,3163727.66,30924,30982,15491,1010.919814
686054.2003,3163727.66,30924,34643,17323,1241.484154
686064.7316,3159482.296,15883,10787,7942,1131.392953
686064.7316,3159482.296,15883,15888,7944,307.7365514
686064.7316,3159482.296,15883,16167,8084,146.0467167
686071.6396,3158381.945,10779,10703,5390,38.72493609
686071.6396,3158381.945,10779,10787,5394,55.70588433
686071.6396,3158381.945,10779,10898,5449,41.68281649
686072.6229,3158423.616,10898,10779,5449,41.68281649
686081.2925,3158108.499,9757,9641,4879,69.26313488
686081.2925,3158108.499,9757,9791,4898,81.72142207
686081.2925,3158108.499,9757,10336,5168,172.4321578
686122.5265,3159878.056,17245,16995,8623,60.91609252
686122.5265,3159878.056,17245,17255,8628,208.8794226
686122.5265,3159878.056,17245,17446,8724,52.21876181
686122.877,3159817.14,16995,16167,8498,245.2716927
686122.877,3159817.14,16995,16985,8508,78.04548152
686122.877,3159817.14,16995,17245,8623,60.91609252
686123.7235,3159930.261,17446,17442,8723,156.9636799
686123.7235,3159930.261,17446,17245,8724,52.21876181
