Edge,Count
10177,2
10208,2
16840,2
16868,2
16869,2
24102,4
24197,6
75751,4
25,1
26106,2
26557,1
28568,1
28955,1
29227,1
5635,1
34122,2
34041,2
34047,2
9035,1
9149,2
9166,1
21678,3
20972,3
20958,2
32657,6
54359,1
8492,1
8573,1
23991,2
24040,2
24095,2
25898,2
20382,7
16202,3
16247,3
16270,3
16310,2
16322,2
16332,2
16334,4
16313,2
16282,1
55139,1
55140,1
24175,1
24092,1
75748,1
23846,1
23805,3
75741,3
23616,3
23611,3
20959,1
7762,6
7673,5
7650,5
7241,5
7471,9
7726,9
7760,9
75466,9
8556,8
8557,8
34126,3
34143,3
31541,1
31425,1
31323,1
31262,1
34327,2
34208,3
34287,3
34612,6
36352,6
38715,6
40313,6
42017,6
33148,1
2885,1
47326,2
32233,2
32189,2
32146,2
32121,2
5687,2
5686,1
26065,5
26105,2
26164,2
26203,2
26151,2
26120,2
26079,3
9973,2
9966,2
9871,2
9852,2
9839,2
18592,1
18369,1
18266,1
17716,1
17324,1
16898,1
16810,1
16706,1
16686,1
17040,1
17148,1
17203,1
17223,1
17251,1
17818,1
17885,1
17899,1
17940,1
18016,1
75683,1
18285,1
18684,1
18807,1
18837,1
18930,1
19254,2
19270,2
18379,2
18433,2
18783,2
19461,2
19486,2
10140,2
810,3
818,2
894,6
895,6
1016,4
1432,2
1901,2
1902,1
1906,1
1907,1
1798,1
28031,2
75717,3
21046,3
21021,3
22435,2
33037,3
32936,3
32905,3
32781,4
32896,3
75430,3
47670,1
47182,1
47085,1
46997,1
46667,1
46616,1
46568,1
46575,1
34538,1
34478,1
34371,1
34406,1
34411,1
34386,1
34075,2
33863,3
33852,3
33817,3
33395,5
33372,2
33374,2
33587,2
32975,3
32951,3
32945,3
32944,3
32786,3
32296,3
32194,3
32152,3
32049,3
32019,3
31977,3
31669,5
31502,5
31236,5
31136,5
31076,5
14698,1
32027,8
32020,8
31964,8
36131,2
36154,2
36155,2
36129,2
35565,2
35920,2
35948,2
35988,2
75980,2
36084,2
36310,2
36431,2
36649,2
37394,2
37753,2
38121,2
38512,2
25509,3
34606,9
34607,9
2192,5
8037,1
8019,1
7990,1
8078,1
8129,1
24510,1
24537,1
24538,1
24340,1
24057,1
23566,1
29911,2
30148,2
30406,2
30795,2
3127,6
4437,6
30111,3
30278,3
30580,3
30607,3
30606,3
22724,3
22595,3
41603,1
42018,1
42353,1
42455,1
42913,1
42912,1
42615,1
42266,1
41382,1
40529,1
627,2
597,2
581,2
578,2
4816,4
34625,11
20798,1
20799,1
20795,1
20679,1
20454,1
20386,1
20276,1
20457,1
28388,2
28415,1
28781,2
29358,1
29175,1
24555,1
31286,1
31080,1
42436,1
46794,1
47107,1
47138,1
47393,1
47464,1
75378,2
75309,2
75278,2
19617,3
19732,2
19777,2
19778,2
19752,2
16700,2
11173,3
11125,3
11005,3
10588,3
2104,4
33811,6
33806,5
34670,2
34671,2
34673,2
34672,2
34653,2
29350,1
29376,1
29573,1
8505,2
26792,3
4436,1
4039,1
4024,1
4005,1
3973,2
3800,1
3802,1
21566,1
21502,1
19880,1
19758,1
19701,1
19596,1
19522,1
19373,1
19297,1
19396,1
44420,1
32122,1
32192,1
34593,1
25017,2
33127,1
33134,1
33509,1
33542,5
40516,5
40593,5
40592,5
36165,5
33641,5
26896,1
33790,2
33789,2
33812,2
33871,2
9281,2
20123,2
21307,2
9547,4
9475,4
9503,3
9577,3
37484,2
39294,2
39548,2
41302,2
42024,2
42277,2
42598,2
42923,2
5305,4
75060,1
75073,1
28807,1
28749,1
28880,1
28100,1
26930,1
26924,3
26696,3
26643,1
18931,1
18767,1
18745,1
18937,1
18968,1
18969,1
19058,1
19547,1
6001,3
6004,3
6006,3
31266,2
31112,1
26685,1
26739,1
26844,1
27180,2
26772,1
26782,1
26783,1
26103,1
43430,4
43431,4
43572,4
43734,4
43723,4
43698,4
43681,4
43629,4
43576,4
76008,4
43566,4
43697,4
44002,4
45556,4
45932,4
46060,4
46227,4
46322,4
46437,4
48849,4
17486,4
17778,4
17779,4
17947,4
18110,4
18121,4
18120,2
18109,2
36227,1
5321,4
5401,4
5585,3
75448,3
18167,2
18197,2
18198,2
14504,2
29891,1
30117,1
30163,1
30183,1
75853,1
30554,1
13972,1
16150,1
16055,1
15983,1
16005,1
16281,1
16245,1
16248,1
29306,2
24796,1
16377,1
16379,1
16391,1
16396,1
16614,1
16722,1
16796,1
16854,1
16855,1
16846,1
45052,1
27292,2
27280,2
27289,2
27303,2
27313,2
28063,2
24403,2
23280,1
27374,1
27445,1
27659,1
27894,1
31730,4
44241,1
76010,1
43700,1
42981,1
42476,1
13392,2
13228,2
13066,2
12843,2
6318,1
6025,1
18891,1
18917,1
18947,1
19464,1
20503,1
26250,1
26450,1
26453,1
26549,1
26559,1
26716,1
26965,1
27093,1
27972,5
27987,2
27583,1
28270,1
28288,1
22389,2
22554,2
22663,4
22764,4
22842,4
22944,4
23053,4
23138,4
23209,4
23267,4
23312,4
23379,4
23465,4
23813,4
23590,2
75740,2
23777,2
23820,2
75745,2
23980,2
12416,2
11366,2
11337,2
11335,4
28648,2
34336,4
34469,4
34484,4
34500,4
34499,3
34451,3
34305,3
34116,3
16740,1
16765,1
8375,1
8419,1
30514,1
30911,1
31187,1
31228,1
31004,1
9834,1
9814,1
9778,1
9717,1
9705,1
9494,1
3695,2
3395,2
33177,1
33287,1
33310,1
33309,1
33258,1
33469,1
15709,4
9328,4
39709,1
39750,1
39751,1
38523,1
38404,1
38109,1
37738,2
31663,1
31618,1
31880,1
32012,1
32332,1
32483,1
32510,1
32538,1
32539,1
32527,1
32505,1
32502,1
33094,1
33105,1
33220,1
49015,5
76035,5
71603,1
71522,1
71460,1
71101,1
71093,1
39636,2
47325,1
33713,5
30283,2
30270,1
30105,1
30227,1
30302,1
30446,1
30445,2
30387,2
30377,2
30362,3
30320,2
30495,1
30494,1
30467,1
30418,1
30380,1
30346,1
30299,1
30259,1
30231,1
30186,1
30153,1
30131,1
30097,1
29957,1
29550,1
29069,1
29021,1
28966,1
28944,1
23045,2
26165,2
26498,2
26515,2
26525,2
26600,2
26611,2
26619,3
26732,2
75800,2
11214,3
10949,3
10771,3
10746,3
10776,3
10834,3
10862,3
10938,3
11117,3
14168,3
14218,3
14253,3
14292,3
10368,3
10281,3
10214,3
10201,3
10195,3
30961,3
18144,4
18134,3
18159,4
18676,3
18836,3
18876,3
19331,3
31393,2
31376,2
31329,2
12339,1
12316,1
12261,1
12244,1
12239,1
12166,1
12173,1
32839,1
32712,1
41102,1
44151,1
46950,1
47072,1
7960,1
28598,2
24220,1
30449,1
26925,2
24943,2
24843,2
36109,1
75693,1
56765,1
56594,1
56569,1
56530,1
56169,1
55808,1
55457,1
54608,1
53322,1
52759,1
52491,1
52342,1
5434,1
33644,2
33584,2
33553,2
33369,3
33323,3
75926,3
32796,3
32784,3
30403,4
32086,3
4507,3
33676,2
33732,2
33776,2
33820,2
33835,2
33874,2
33951,2
34086,1
34096,1
34098,1
33659,1
33653,1
33651,1
33616,1
33608,1
27010,1
14495,2
14036,2
13816,2
13757,2
13667,2
13661,2
13659,2
13655,2
13648,2
37781,1
37782,1
37747,2
37145,2
36614,2
36497,2
36230,2
35975,2
35482,2
36436,1
36339,1
36222,1
36119,1
35968,1
35860,1
35681,1
33230,2
33171,2
32987,2
32863,2
32553,2
33279,1
33257,1
10599,5
11065,5
11188,5
11910,5
12255,5
12271,5
31392,4
13145,1
13234,1
13318,1
18376,1
18407,2
26620,1
26613,1
26809,1
27802,1
28438,1
10158,1
10235,1
10430,1
9581,1
18545,1
19257,1
19258,1
17915,2
17821,2
17832,2
17836,2
16462,1
16232,1
16132,1
16121,1
16119,1
16444,1
16504,1
16517,1
16565,1
16821,1
16933,1
75643,1
18452,2
18402,2
18381,2
18334,2
17995,2
17982,2
16547,1
16524,1
16460,1
16143,1
16328,1
16472,1
755,2
756,2
1011,2
1433,2
10058,2
10059,2
10251,1
10308,1
10580,1
12272,5
3803,1
4015,1
4026,1
23773,1
23625,1
21576,1
20116,1
40088,5
40086,5
40085,5
40082,5
40081,5
40488,3
40598,3
40800,3
41289,3
41864,3
41886,3
42325,3
42380,3
42381,3
42358,3
42355,3
9327,2
14846,2
15836,2
15882,2
15922,2
37006,2
37150,2
37243,2
37790,2
38966,2
39344,2
39345,2
39420,2
39721,2
40078,2
15849,1
75794,1
26635,1
26650,1
27042,1
58278,1
58242,1
58171,1
58154,1
58105,1
58340,1
58372,1
58374,1
76230,1
58953,1
59213,1
59974,1
60746,1
60791,1
60827,1
12369,3
32481,1
32479,1
31811,1
15613,1
53684,1
53612,1
53430,1
51914,1
24301,3
22717,3
22651,3
22526,3
22174,3
21975,3
46975,6
18133,1
18160,1
18111,1
50702,2
15930,1
15931,1
15697,1
34103,1
10725,1
10907,1
10993,1
11039,1
62984,1
62983,1
62785,1
62311,1
62189,1
62104,1
61952,1
61856,1
61776,1
61695,1
61594,1
61459,1
61392,1
61300,1
61231,1
61165,1
60959,1
60891,1
60835,1
60780,1
60703,1
60657,1
60586,1
60543,1
60473,1
60425,1
60357,1
60297,1
60180,1
60090,1
60040,1
59996,1
59925,1
59863,1
59779,1
59715,1
59663,1
59600,1
59541,1
59473,1
59399,1
59338,1
59300,1
59236,1
59185,1
59125,1
59012,1
25102,1
25449,1
25628,2
25743,2
25923,2
26238,2
31069,1
30854,1
30696,1
6962,2
6650,4
6808,4
7186,4
716,2
674,2
34748,1
34823,1
34948,1
13773,2
13624,2
75545,2
13565,2
31522,1
32849,1
13842,1
65444,1
76098,1
64571,1
12898,1
13090,1
13281,1
13386,1
13488,1
25487,1
25407,1
25249,1
24393,1
24068,1
23684,1
879,1
7109,1
7092,1
7031,1
7002,1
6974,1
7342,1
7352,1
7672,1
5877,3
75451,3
6941,1
9995,1
34254,2
34283,1
33913,1
33758,1
41611,2
40251,2
38900,2
36481,1
38933,1
39222,1
40302,1
41650,1
22918,1
22558,1
2916,1
2738,1
2701,1
2713,1
2735,1
3343,1
4282,1
4344,1
47530,1
47643,1
47644,1
47512,1
47378,1
45072,1
45706,1
12275,1
29558,1
29540,1
28976,1
26351,2
26259,2
26185,2
26096,2
26031,2
25920,2
25782,2
25578,2
25452,2
25335,2
25247,2
25157,2
25034,2
24959,2
24870,2
24457,2
75746,2
23928,2
22555,2
22416,2
22298,2
9588,2
9103,1
9204,1
35764,1
35776,1
35775,1
30123,1
30462,1
30463,1
30359,1
11781,1
75513,1
11750,1
11733,1
30152,1
5181,1
5074,1
5536,1
5623,1
5727,1
45141,1
56212,1
56931,1
57077,1
57174,1
57531,1
57535,1
58200,1
58213,1
58323,1
58389,1
58481,1
58651,1
76107,1
66351,1
45595,1
44474,1
43887,1
43845,1
43651,1
43385,1
43261,1
42949,1
42884,1
25687,1
25686,1
25608,1
25472,2
25321,1
33097,1
32444,1
32406,1
32407,1
31170,1
31139,1
31712,1
31717,1
31758,2
31797,2
31798,2
5803,2
28541,1
28601,1
28945,1
34090,1
33918,1
33929,1
33935,1
34038,1
34596,1
34691,1
34897,1
35126,1
35204,1
3111,2
28817,2
75422,2
2353,2
75453,2
6396,2
47796,1
47485,1
47444,1
17495,2
17504,2
17541,2
17542,2
17509,2
17460,2
17431,1
23300,1
23488,1
23868,1
23811,5
30263,2
31489,1
28595,1
28672,1
28818,1
30075,1
30776,1
30821,1
27382,1
27504,1
27557,1
27599,1
32850,1
62654,1
62655,1
61931,1
61782,1
61494,1
61244,1
61028,1
60334,1
23133,2
656,1
649,1
75935,1
32708,2
31003,1
30744,1
33512,2
33855,2
33868,1
26013,3
26683,1
26776,1
75802,1
26945,1
27736,1
27905,1
28047,1
28392,1
28420,1
29030,1
29819,1
29902,1
30179,1
32365,1
32335,1
32277,1
31834,1
9020,1
8725,1
8426,1
8384,1
8374,1
8123,1
8080,1
8033,1
7986,1
7832,1
7820,1
75463,1
7383,1
25688,1
25663,1
25604,1
25548,1
25510,1
25038,1
24514,1
23276,1
21527,1
21308,1
29816,1
29817,1
29631,1
29453,1
29454,1
29449,1
29381,1
29297,1
29285,1
29229,1
29057,1
29036,1
69073,1
28123,1
29864,1
29865,1
17432,1
16584,1
16283,1
27684,2
27735,2
23081,2
29657,1
29703,1
29731,1
29808,1
21635,1
21551,1
21569,1
21602,1
21723,1
21775,1
12449,1
12569,1
33403,2
32718,1
75912,1
16314,1
16382,1
24153,1
24387,1
24399,1
24684,1
30788,2
32737,2
18821,1
26702,1
26812,1
29349,1
26831,1
26715,1
26437,1
26243,1
25937,1
25751,1
25640,1
25465,1
25303,1
24977,1
24893,1
24853,1
24767,1
24776,1
24775,1
24077,1
33039,1
75921,1
32938,1
32927,1
75469,1
75484,1
9171,1
30972,1
30882,1
30026,1
76121,1
68077,1
68104,1
68122,1
68106,1
68055,1
68020,1
67986,1
67858,1
33124,1
33123,1
57224,1
26247,1
73968,1
