OBJECTID,FID_Select,osm_id,name,ref,type,oneway,bridge,tunnel,maxspeed,Class,ORIG_FID,geometry,Indegree,Outdegree,Degree_unweighted,Farness_unweighted,Farness_weighted,Indegree_norm,Outdegree_norm,Degree_unweighted_norm,Farness_unweighted_norm,Farness_weighted_norm
7161,18450,190342508,,,residential,0,0,0,0,0,3581,POINT (708825.5488793626 3157349.070589626),0.0,0.0,3.0,4763730.0,16131.0,0.0,0.0,0.3333333333333333,0.710619470346663,0.0029416704552230927
7166,18454,190342514,,,residential,0,0,0,0,0,3583,POINT (708787.5752379885 3157349.326110922),0.0,0.0,4.0,4816282.0,16131.0,0.0,0.0,0.4444444444444444,0.7184588051548191,0.0029416704552230927
7169,18460,190342532,,,residential,0,0,0,0,0,3585,POINT (708745.7534278249 3157349.6019876376),0.0,0.0,3.0,4816368.0,16131.0,0.0,0.0,0.3333333333333333,0.7184716340251476,0.0029416704552230927
7174,10166,168918732,,,service,0,0,0,0,0,3587,POINT (721016.8627613476 3157349.679596033),0.0,0.0,4.0,4964702.0,16131.0,0.0,0.0,0.4444444444444444,0.7405990485751749,0.0029416704552230927
7177,18868,191229331,,,secondary,0,0,0,0,0,3589,POINT (722626.015713553 3157351.2701133452),6.0,6.0,3.0,4852199.0,16131.0,0.024390243902439025,0.024390243902439025,0.3333333333333333,0.7238166485918823,0.0029416704552230927
7180,18374,190333650,,,residential,0,0,0,0,0,3590,POINT (711324.070238742 3157352.0268708896),0.0,0.0,3.0,4495759.0,16131.0,0.0,0.0,0.3333333333333333,0.6706454562677236,0.0029416704552230927
7182,18414,190333692,,,residential,0,0,0,0,0,3591,POINT (711396.7505673515 3157353.602036368),0.0,0.0,1.0,4548853.0,16131.0,0.0,0.0,0.1111111111111111,0.6785656427935313,0.0029416704552230927
7183,18418,190333696,,,residential,0,0,0,0,0,3592,POINT (711114.4329813579 3157311.7686105575),0.0,0.0,1.0,4471692.0,16131.0,0.0,0.0,0.1111111111111111,0.6670553118235941,0.0029416704552230927
7184,18418,190333696,,,residential,0,0,0,0,0,3592,POINT (711112.1959540257 3157353.9337372556),0.0,0.0,3.0,4419118.0,16131.0,0.0,0.0,0.3333333333333333,0.6592126952114004,0.0029416704552230927
7185,18300,190315703,,,service,0,0,0,0,0,3593,POINT (710550.4230710268 3157354.0066468325),0.0,0.0,3.0,99.0,0.0,0.0,0.0,0.3333333333333333,1.4768118168813017e-05,0.0
7187,18273,190315675,,,service,0,0,0,0,0,3594,POINT (710547.4446166549 3157354.6627232917),0.0,0.0,3.0,95.0,0.0,0.0,0.0,0.3333333333333333,1.4171426525628653e-05,0.0
7192,18298,190315701,,,service,0,0,0,0,0,3596,POINT (710625.0428627077 3157354.968834374),0.0,0.0,2.0,119.0,0.0,0.0,0.0,0.2222222222222222,1.775157638473484e-05,0.0
7193,18423,190333701,,,residential,0,0,0,0,0,3597,POINT (711941.8761888705 3157358.213370435),0.0,0.0,3.0,4595737.0,16131.0,0.0,0.0,0.3333333333333333,0.6855594655432952,0.0029416704552230927
7195,18199,190307573,,,residential,1,0,0,0,0,3598,POINT (710750.4092715625 3157359.7695480287),17.0,17.0,3.0,4398239.0,16131.0,0.06910569105691057,0.06910569105691057,0.3333333333333333,0.6560981140068888,0.0029416704552230927
7199,18203,190310204,,,service,0,0,0,0,0,3600,POINT (709884.3788341759 3157360.1010231655),0.0,0.0,3.0,4548214.0,16131.0,0.0,0.0,0.3333333333333333,0.6784703213035326,0.0029416704552230927
7201,10121,168918164,,,residential,0,0,0,0,0,3601,POINT (722640.0822167154 3157360.8058232963),0.0,0.0,4.0,4904542.0,16131.0,0.0,0.0,0.4444444444444444,0.7316248062616821,0.0029416704552230927
7206,7483,80519102,,,pedestrian,0,0,0,0,0,3603,POINT (714042.8465059269 3157361.5361650996),0.0,0.0,3.0,4592357.0,68678.0,0.0,0.0,0.3333333333333333,0.6850552611048044,0.012524210744765455
7209,18260,190315662,,,service,0,0,0,0,0,3605,POINT (710239.44931232 3157361.7233990654),0.0,0.0,3.0,4695071.0,16131.0,0.0,0.0,0.3333333333333333,0.7003774074643141,0.0029416704552230927
7214,18295,190315698,,,service,0,0,0,0,0,3607,POINT (710507.2016607523 3157363.4970476516),0.0,0.0,2.0,104.0,0.0,0.0,0.0,0.2222222222222222,1.5513982722793473e-05,0.0
7218,9569,164925830,Madhya Marg,,residential,0,0,0,0,0,3609,POINT (720990.5987268453 3157364.8730871025),0.0,0.0,3.0,4973521.0,16131.0,0.0,0.0,0.3333333333333333,0.7419146044754856,0.0029416704552230927
7220,18251,190310255,,,residential,0,0,0,0,0,3610,POINT (709105.1625568122 3157366.377621237),0.0,0.0,3.0,4553868.0,16131.0,0.0,0.0,0.3333333333333333,0.6793137449411737,0.0029416704552230927
7222,18198,190307572,,,residential,1,0,0,0,0,3611,POINT (710742.0164994709 3157366.414676206),17.0,17.0,3.0,4370841.0,16131.0,0.06910569105691057,0.06910569105691057,0.3333333333333333,0.6520110745968976,0.0029416704552230927
7225,18260,190315662,,,service,0,0,0,0,0,3613,POINT (710230.7327497657 3157367.3320525344),0.0,0.0,3.0,4653095.0,16131.0,0.0,0.0,0.3333333333333333,0.6941157253607374,0.0029416704552230927
7228,18207,190310208,,,living_street,0,0,0,0,0,3614,POINT (709195.3366536908 3157367.4859701972),0.0,0.0,3.0,4501433.0,16131.0,0.0,0.0,0.3333333333333333,0.6714918633635806,0.0029416704552230927
7232,10030,168346133,,,service,0,0,0,0,0,3616,POINT (720970.397610425 3157367.497260077),0.0,0.0,4.0,4979828.0,16131.0,0.0,0.0,0.4444444444444444,0.7428554380238767,0.0029416704552230927
7236,361,26597983,,,secondary,0,0,0,0,0,3618,POINT (714039.2422017679 3157367.501464812),15.0,15.0,3.0,4603326.0,68678.0,0.06097560975609756,0.06097560975609756,0.3333333333333333,0.6866915387633268,0.012524210744765455
7237,18202,190310203,,,service,0,0,0,0,0,3619,POINT (709840.0722454004 3157368.9979420938),0.0,0.0,3.0,4600779.0,16131.0,0.0,0.0,0.3333333333333333,0.6863115953595291,0.0029416704552230927
7242,9569,164925830,Madhya Marg,,residential,0,0,0,0,0,3621,POINT (720937.3786784671 3157370.1351362895),0.0,0.0,3.0,4982817.0,16131.0,0.0,0.0,0.3333333333333333,0.7433013158542461,0.0029416704552230927
7243,18292,190315695,,,service,0,0,0,0,0,3622,POINT (710223.6208876409 3157371.905185802),0.0,0.0,3.0,4705634.0,16131.0,0.0,0.0,0.3333333333333333,0.7019531209210532,0.0029416704552230927
7248,10581,169477765,,,service,0,0,0,0,0,3624,POINT (720898.1144895758 3157374.75098498),0.0,0.0,4.0,4983185.0,16131.0,0.0,0.0,0.4444444444444444,0.7433562114854191,0.0029416704552230927
7252,18422,190333700,,,residential,0,0,0,0,0,3626,POINT (711805.1526529165 3157375.578174956),0.0,0.0,4.0,4578282.0,16131.0,0.0,0.0,0.4444444444444444,0.6829556523853494,0.0029416704552230927
7256,9569,164925830,Madhya Marg,,residential,0,0,0,0,0,3628,POINT (720877.1010188982 3157376.3178454265),0.0,0.0,3.0,4980429.0,16131.0,0.0,0.0,0.3333333333333333,0.7429450909432651,0.0029416704552230927
7258,18413,190333691,,,residential,0,0,0,0,0,3629,POINT (711709.0779089285 3157377.447494963),0.0,0.0,3.0,4578290.0,16131.0,0.0,0.0,0.3333333333333333,0.6829568457686358,0.0029416704552230927
7260,18269,190315671,,,service,0,0,0,0,0,3630,POINT (710599.576187647 3157377.8925906364),0.0,0.0,3.0,115.0,0.0,0.0,0.0,0.3333333333333333,1.7154884741550474e-05,0.0
7264,18418,190333696,,,residential,0,0,0,0,0,3632,POINT (711127.2994637853 3157378.1074361615),0.0,0.0,3.0,4451596.0,16131.0,0.0,0.0,0.3333333333333333,0.6640575330082359,0.0029416704552230927
7265,25636,297693781,,,residential,0,0,0,0,0,3633,POINT (711149.8417325495 3157363.7794013135),0.0,0.0,1.0,4504170.0,16131.0,0.0,0.0,0.1111111111111111,0.6719001496204295,0.0029416704552230927
7268,9572,164925833,,,residential,0,0,0,0,0,3634,POINT (720849.3934992049 3157379.255504625),1.0,1.0,4.0,4929557.0,16131.0,0.0040650406504065045,0.0040650406504065045,0.4444444444444444,0.7353563666252463,0.0029416704552230927
7272,10157,168918723,13th St,,residential,0,0,0,0,0,3636,POINT (721279.8714063708 3157379.3933694363),0.0,0.0,3.0,5017112.0,16131.0,0.0,0.0,0.3333333333333333,0.7484172008299981,0.0029416704552230927
7276,18202,190310203,,,service,0,0,0,0,0,3638,POINT (709777.6166992374 3157381.5394027047),0.0,0.0,3.0,4642777.0,16131.0,0.0,0.0,0.3333333333333333,0.6925765592671433,0.0029416704552230927
7280,18454,190342514,,,residential,0,0,0,0,0,3640,POINT (708789.7905565966 3157386.0493767373),0.0,0.0,1.0,4868856.0,16131.0,0.0,0.0,0.1111111111111111,0.7263014217670128,0.0029416704552230927
7282,10601,169496770,,,residential,0,0,0,0,0,3641,POINT (683914.2207890032 3157388.1447140425),0.0,0.0,3.0,4525347.0,16131.0,0.0,0.0,0.3333333333333333,0.6750591843523583,0.0029416704552230927
7284,18302,190315709,,,service,0,0,0,0,0,3642,POINT (710408.7060272824 3157388.503718987),0.0,0.0,3.0,4578910.0,16131.0,0.0,0.0,0.3333333333333333,0.6830493329733294,0.0029416704552230927
7286,18280,190315682,,,service,0,0,0,0,0,3643,POINT (710196.1342316316 3157389.5830555595),0.0,0.0,3.0,4758174.0,16131.0,0.0,0.0,0.3333333333333333,0.7097906656542798,0.0029416704552230927
7294,810,37755457,Guru Ravidas Mg,,secondary,0,0,0,0,0,3647,POINT (720793.9959915383 3157394.610724546),22.0,18.0,3.0,4879894.0,16131.0,0.08943089430894309,0.07317073170731707,0.3333333333333333,0.7279479923563801,0.0029416704552230927
7298,10168,168918735,,,service,0,0,0,0,0,3649,POINT (721273.4112617606 3157398.4742924105),0.0,0.0,3.0,5005470.0,16131.0,0.0,0.0,0.3333333333333333,0.74668052980251,0.0029416704552230927
7302,18257,190310261,,,residential,0,0,0,0,0,3651,POINT (709335.5397926914 3157399.475356167),0.0,0.0,3.0,4344103.0,16131.0,0.0,0.0,0.3333333333333333,0.6480224893080316,0.0029416704552230927
7303,18250,190310254,,,residential,0,0,0,0,0,3652,POINT (709392.7642143229 3157399.6648947895),0.0,0.0,3.0,4344203.0,16131.0,0.0,0.0,0.3333333333333333,0.6480374065991112,0.0029416704552230927
7305,18250,190310254,,,residential,0,0,0,0,0,3653,POINT (709416.3686947105 3157399.7424571626),0.0,0.0,3.0,4396715.0,16131.0,0.0,0.0,0.3333333333333333,0.6558707744908355,0.0029416704552230927
7309,18250,190310254,,,residential,0,0,0,0,0,3655,POINT (709467.8561160034 3157399.907580642),0.0,0.0,3.0,4396807.0,16131.0,0.0,0.0,0.3333333333333333,0.6558844983986288,0.0029416704552230927
7313,18250,190310254,,,residential,0,0,0,0,0,3657,POINT (709534.968825453 3157400.1302102283),0.0,0.0,4.0,4344415.0,16131.0,0.0,0.0,0.4444444444444444,0.6480690312562,0.0029416704552230927
7317,18250,190310254,,,residential,0,0,0,0,0,3659,POINT (709592.0954390671 3157400.318972854),0.0,0.0,2.0,4292042.0,16131.0,0.0,0.0,0.2222222222222222,0.6402563983990763,0.0029416704552230927
7322,18254,190310258,,,residential,0,0,0,0,0,3661,POINT (709064.7848642981 3157402.0981945563),0.0,0.0,3.0,4501280.0,16131.0,0.0,0.0,0.3333333333333333,0.6714690399082288,0.0029416704552230927
7324,18431,190342472,,,residential,0,0,0,0,0,3662,POINT (708988.4274259768 3157403.1104442384),0.0,0.0,3.0,4553757.0,16131.0,0.0,0.0,0.3333333333333333,0.6792971867480753,0.0029416704552230927
7328,17169,188619233,,,tertiary,0,0,0,0,0,3664,POINT (725770.4587581418 3157404.2045075297),3.0,3.0,1.0,5455076.0,375385.0,0.012195121951219513,0.012195121951219513,0.1111111111111111,0.8137495655338973,0.06845570416179533
7329,18423,190333701,,,residential,0,0,0,0,0,3665,POINT (711970.9321849765 3157404.513607053),0.0,0.0,2.0,4648307.0,16131.0,0.0,0.0,0.2222222222222222,0.6934014854638457,0.0029416704552230927
7331,24751,287865282,,,service,0,0,0,0,0,3666,POINT (722976.8803480892 3157397.357551679),0.0,0.0,2.0,5091459.0,16131.0,0.0,0.0,0.2222222222222222,0.7595077592289551,0.0029416704552230927
7332,24751,287865282,,,service,0,0,0,0,0,3666,POINT (723024.0240901755 3157404.828122366),0.0,0.0,3.0,5105261.0,16131.0,0.0,0.0,0.3333333333333333,0.7615666437437627,0.0029416704552230927
7334,41,24496907,Bhagwan Mahavir Marg,,residential,1,0,0,0,0,3667,POINT (710960.5002674535 3157405.273241952),7.0,7.0,4.0,4319583.0,16131.0,0.028455284552845527,0.028455284552845527,0.4444444444444444,0.6443647695353114,0.0029416704552230927
7336,18344,190323350,,,residential,0,0,0,0,0,3668,POINT (710966.2561018644 3157404.8002368994),3.0,3.0,1.0,4372157.0,16131.0,0.012195121951219513,0.012195121951219513,0.1111111111111111,0.6522073861475052,0.0029416704552230927
7338,18251,190310255,,,residential,0,0,0,0,0,3669,POINT (709104.9492764892 3157405.818188492),0.0,0.0,3.0,4501394.0,16131.0,0.0,0.0,0.3333333333333333,0.6714860456200595,0.0029416704552230927
7339,10121,168918164,,,residential,0,0,0,0,0,3670,POINT (722719.894870636 3157406.325191457),0.0,0.0,3.0,4957046.0,16131.0,0.0,0.0,0.3333333333333333,0.7394569807701201,0.0029416704552230927
7342,18464,190342544,,,residential,0,0,0,0,0,3671,POINT (708860.0244668489 3157407.276390953),0.0,0.0,3.0,4711278.0,16131.0,0.0,0.0,0.3333333333333333,0.7027950528295863,0.0029416704552230927
7344,26514,333726231,,,residential,0,0,0,0,0,3672,POINT (720451.5037764357 3157407.296663344),0.0,0.0,3.0,5140250.0,16131.0,0.0,0.0,0.3333333333333333,0.7667860547196071,0.0029416704552230927
7345,18460,190342532,,,residential,0,0,0,0,0,3673,POINT (708749.5518341074 3157407.4169511255),0.0,0.0,2.0,4763830.0,16131.0,0.0,0.0,0.2222222222222222,0.7106343876377426,0.0029416704552230927
7350,18044,190261073,,,secondary,1,0,0,0,0,3675,POINT (705656.6829516152 3157407.4235837404),14.0,14.0,3.0,3881838.0,16131.0,0.056910569105691054,0.056910569105691054,0.3333333333333333,0.5790650736988766,0.0029416704552230927
7351,18217,190310218,,,living_street,0,0,0,0,0,3676,POINT (709194.8351823715 3157407.69744974),0.0,0.0,3.0,4448954.0,16131.0,0.0,0.0,0.3333333333333333,0.6636634181779125,0.0029416704552230927
7356,10160,168918726,,,service,0,0,0,0,0,3678,POINT (721214.7206300469 3157407.723044807),0.0,0.0,2.0,5039373.0,16131.0,0.0,0.0,0.2222222222222222,0.7517379389972298,0.0029416704552230927
7357,690,35310545,Najafgarh Daurala Road,,secondary,0,0,0,0,0,3679,POINT (686495.3969254354 3157396.67543767),0.0,0.0,2.0,4211044.0,16131.0,0.0,0.0,0.2222222222222222,0.6281736909704145,0.0029416704552230927
7358,690,35310545,Najafgarh Daurala Road,,secondary,0,0,0,0,0,3679,POINT (686502.5665364787 3157408.1288695186),0.0,0.0,4.0,4158490.0,16131.0,0.0,0.0,0.4444444444444444,0.6203340578164368,0.0029416704552230927
7362,26111,313488520,,,unclassified,0,0,0,0,0,3681,POINT (687945.2280484391 3157404.667483041),0.0,0.0,3.0,4106532.0,16131.0,0.0,0.0,0.3333333333333333,0.6125833317172935,0.0029416704552230927
7364,8288,97228615,Idgah Road,,unclassified,0,0,0,20,0,3682,POINT (713160.060438199 3157408.693021251),0.0,0.0,2.0,4823474.0,121239.0,0.0,0.0,0.2222222222222222,0.7195316567292646,0.022109304092789817
7366,18205,190310206,,,service,0,0,0,0,0,3683,POINT (709738.5922301561 3157409.898632666),0.0,0.0,3.0,4631621.0,16131.0,0.0,0.0,0.3333333333333333,0.6909123862743022,0.0029416704552230927
7372,24751,287865282,,,service,0,0,0,0,0,3686,POINT (723075.8344652588 3157413.0306533463),0.0,0.0,3.0,5078891.0,16131.0,0.0,0.0,0.3333333333333333,0.7576329540860698,0.0029416704552230927
7373,18272,190315674,,,service,0,0,0,0,0,3687,POINT (710376.9481551982 3157413.9425433073),0.0,0.0,3.0,4631429.0,16131.0,0.0,0.0,0.3333333333333333,0.6908837450754293,0.0029416704552230927
7378,18302,190315709,,,service,0,0,0,0,0,3689,POINT (710434.3674527733 3157414.2071686294),0.0,0.0,3.0,4526352.0,16131.0,0.0,0.0,0.3333333333333333,0.6752091031277084,0.0029416704552230927
7380,18301,190315706,,,service,0,0,0,0,0,3690,POINT (710156.5931766154 3157415.0160556436),0.0,0.0,4.0,4758172.0,16131.0,0.0,0.0,0.4444444444444444,0.7097903673084582,0.0029416704552230927
7384,10030,168346133,,,service,0,0,0,0,0,3692,POINT (720978.867979805 3157418.435256364),0.0,0.0,3.0,5003705.0,16131.0,0.0,0.0,0.3333333333333333,0.7464172396149549,0.0029416704552230927
7386,26516,333726233,,,residential,0,0,0,0,0,3693,POINT (720533.83651431 3157418.589120319),0.0,0.0,1.0,5192824.0,16131.0,0.0,0.0,0.1111111111111111,0.7746286713318008,0.0029416704552230927
7387,22860,235103576,,,living_street,0,0,0,0,0,3694,POINT (715832.5891523585 3157418.7639226206),7.0,9.0,3.0,4441973.0,16131.0,0.028455284552845527,0.036585365853658534,0.3333333333333333,0.6626220420876451,0.0029416704552230927
7391,18408,190333686,,,residential,0,0,0,0,0,3696,POINT (711735.1521045957 3157419.203332035),0.0,0.0,4.0,4630830.0,16131.0,0.0,0.0,0.4444444444444444,0.6907943905018624,0.0029416704552230927
7395,18274,190315676,,,service,0,0,0,0,0,3698,POINT (710198.0557572609 3157419.5058381874),0.0,0.0,3.0,4653109.0,16131.0,0.0,0.0,0.3333333333333333,0.6941178137814885,0.0029416704552230927
7396,18274,190315676,,,service,0,0,0,0,0,3698,POINT (710215.5871179476 3157408.811307095),0.0,0.0,2.0,4705649.0,16131.0,0.0,0.0,0.2222222222222222,0.7019553585147151,0.0029416704552230927
7398,24751,287865282,,,service,0,0,0,0,0,3699,POINT (723126.8831814406 3157421.119151797),0.0,0.0,3.0,5131353.0,16131.0,0.0,0.0,0.3333333333333333,0.7654588633322543,0.0029416704552230927
7400,18413,190333691,,,residential,0,0,0,0,0,3700,POINT (711638.115362756 3157421.233225217),1.0,1.0,2.0,4630846.0,16131.0,0.0040650406504065045,0.0040650406504065045,0.2222222222222222,0.6907967772684351,0.0029416704552230927
7401,26502,331904340,,,residential,0,0,0,0,0,3701,POINT (720225.6360572912 3157423.4888930675),0.0,0.0,3.0,5188738.0,16131.0,0.0,0.0,0.3333333333333333,0.774019150818288,0.0029416704552230927
7402,26502,331904340,,,residential,0,0,0,0,0,3701,POINT (720185.2299392037 3157388.2835165113),0.0,0.0,1.0,5241312.0,16131.0,0.0,0.0,0.1111111111111111,0.7818617674304817,0.0029416704552230927
7404,18422,190333700,,,residential,0,0,0,0,0,3702,POINT (711836.1416488867 3157424.3851784375),0.0,0.0,4.0,4630830.0,16131.0,0.0,0.0,0.4444444444444444,0.6907943905018624,0.0029416704552230927
7408,24751,287865282,,,service,0,0,0,0,0,3704,POINT (723174.6126150191 3157428.6790888812),0.0,0.0,3.0,5143076.0,16131.0,0.0,0.0,0.3333333333333333,0.7672076173655169,0.0029416704552230927
7410,18205,190310206,,,service,0,0,0,0,0,3705,POINT (709755.0820963783 3157430.6029953808),0.0,0.0,2.0,4600781.0,16131.0,0.0,0.0,0.2222222222222222,0.6863118937053507,0.0029416704552230927
7414,18464,190342544,,,residential,0,0,0,0,0,3707,POINT (708860.312765969 3157430.6842568293),0.0,0.0,3.0,4658866.0,16131.0,0.0,0.0,0.3333333333333333,0.6949766022289416,0.0029416704552230927
7415,10165,168918731,,,service,0,0,0,0,0,3708,POINT (721208.472891151 3157432.6841222234),0.0,0.0,1.0,5163407.0,16131.0,0.0,0.0,0.1111111111111111,0.7702404518149122,0.0029416704552230927
7417,18441,190342492,,,residential,0,0,0,0,0,3709,POINT (708726.0811273875 3157432.852174593),0.0,0.0,1.0,4711440.0,16131.0,0.0,0.0,0.1111111111111111,0.7028192188411353,0.0029416704552230927
7419,23480,262250665,9th St,,residential,0,0,0,0,0,3710,POINT (721184.246344042 3157434.322904518),0.0,0.0,1.0,5174932.0,16131.0,0.0,0.0,0.1111111111111111,0.7719596696118372,0.0029416704552230927
7421,18271,190315673,,,service,0,0,0,0,0,3711,POINT (710349.461756641 3157435.9658610225),0.0,0.0,3.0,4642543.0,16131.0,0.0,0.0,0.3333333333333333,0.6925416528060171,0.0029416704552230927
7426,18301,190315706,,,service,0,0,0,0,0,3713,POINT (710169.447424179 3157436.9530293867),0.0,0.0,3.0,4705642.0,16131.0,0.0,0.0,0.3333333333333333,0.7019543143043396,0.0029416704552230927
7430,41,24496907,Bhagwan Mahavir Marg,,residential,1,0,0,0,0,3715,POINT (710963.1885040803 3157439.8219658956),10.0,10.0,3.0,4370524.0,16131.0,0.04065040650406504,0.04065040650406504,0.3333333333333333,0.6519637867841751,0.0029416704552230927
7434,18870,191229333,,,residential,0,0,0,0,0,3717,POINT (721269.0095986109 3157440.2891843524),0.0,0.0,3.0,4986817.0,16131.0,0.0,0.0,0.3333333333333333,0.7438980074974305,0.0029416704552230927
7437,26133,313541230,Abdul Gaffar Khan Marg,,secondary,1,0,0,0,0,3719,POINT (710665.4656445766 3157440.2934195064),42.0,39.0,3.0,4253844.0,16131.0,0.17073170731707318,0.15853658536585366,0.3333333333333333,0.6345582915524872,0.0029416704552230927
7440,10155,168918721,8th St,,residential,0,0,0,0,0,3720,POINT (721172.9694911027 3157441.9377937764),0.0,0.0,1.0,5122384.0,16131.0,0.0,0.0,0.1111111111111111,0.7641209314953242,0.0029416704552230927
7442,24751,287865282,,,service,0,0,0,0,0,3721,POINT (723259.6353019448 3157442.1374921966),0.0,0.0,3.0,5132924.0,16131.0,0.0,0.0,0.3333333333333333,0.765693213975115,0.0029416704552230927
7444,18418,190333696,,,residential,0,0,0,0,0,3722,POINT (711166.7658373015 3157442.386196507),0.0,0.0,3.0,4476209.0,16131.0,0.0,0.0,0.3333333333333333,0.66772912586166,0.0029416704552230927
7448,18254,190310258,,,residential,0,0,0,0,0,3724,POINT (709064.559296241 3157443.3344839625),0.0,0.0,3.0,4448843.0,16131.0,0.0,0.0,0.3333333333333333,0.6636468599848142,0.0029416704552230927
7450,18248,190310252,,,residential,0,0,0,0,0,3725,POINT (709104.7587835947 3157443.429956192),0.0,0.0,3.0,4448858.0,16131.0,0.0,0.0,0.3333333333333333,0.6636490975784761,0.0029416704552230927
7454,18248,190310252,,,residential,0,0,0,0,0,3727,POINT (709194.3808009615 3157443.6194446534),0.0,0.0,3.0,4396418.0,16131.0,0.0,0.0,0.3333333333333333,0.6558264701363291,0.0029416704552230927
7458,18248,190310252,,,residential,0,0,0,0,0,3729,POINT (709242.5401250254 3157443.724264063),0.0,0.0,4.0,4343965.0,16131.0,0.0,0.0,0.4444444444444444,0.6480019034463418,0.0029416704552230927
7462,18248,190310252,,,residential,0,0,0,0,0,3731,POINT (709335.1480755974 3157443.9348127656),0.0,0.0,3.0,4291599.0,16131.0,0.0,0.0,0.3333333333333333,0.6401903147995937,0.0029416704552230927
7466,23005,239370324,,,living_street,0,0,0,0,0,3733,POINT (716841.8136577224 3157444.7315403447),2.0,2.0,3.0,4496873.0,16131.0,0.008130081300813009,0.008130081300813009,0.3333333333333333,0.6708116348903505,0.0029416704552230927
7469,18289,190315692,,,service,0,0,0,0,0,3735,POINT (710338.415614658 3157444.8141897116),0.0,0.0,4.0,4589987.0,16131.0,0.0,0.0,0.4444444444444444,0.6847017213062176,0.0029416704552230927
7473,26063,312136541,Dwarka Expressway,,construction,1,0,0,0,0,3737,POINT (698896.3374910299 3157436.124559166),0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,1.4917291079609106e-07,0.0
7474,26063,312136541,Dwarka Expressway,,construction,1,0,0,0,0,3737,POINT (698904.8805717425 3157446.5054106563),0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,1.4917291079609106e-07,0.0
7476,18431,190342472,,,residential,0,0,0,0,0,3738,POINT (708988.3103701854 3157447.06474114),0.0,0.0,3.0,4501368.0,16131.0,0.0,0.0,0.3333333333333333,0.6714821671243789,0.0029416704552230927
7478,18439,190342488,,,residential,0,0,0,0,0,3739,POINT (709040.774522516 3157446.790876083),0.0,0.0,1.0,4553942.0,16131.0,0.0,0.0,0.1111111111111111,0.6793247837365726,0.0029416704552230927
7479,10121,168918164,,,residential,0,0,0,0,0,3740,POINT (722787.4564031484 3157447.2442195714),0.0,0.0,3.0,5009488.0,16131.0,0.0,0.0,0.3333333333333333,0.7472799065580886,0.0029416704552230927
7482,18301,190315706,,,service,0,0,0,0,0,3741,POINT (710176.3277977025 3157449.1269497685),0.0,0.0,3.0,4653115.0,16131.0,0.0,0.0,0.3333333333333333,0.6941187088189533,0.0029416704552230927
7483,18415,190333693,,,residential,0,0,0,0,0,3742,POINT (711563.4013165189 3157449.386553865),4.0,4.0,3.0,4517670.0,16131.0,0.016260162601626018,0.016260162601626018,0.3333333333333333,0.6739139839161767,0.0029416704552230927
7487,18290,190315693,,,service,0,0,0,0,0,3744,POINT (710298.844315649 3157449.5260801297),0.0,0.0,3.0,4600547.0,16131.0,0.0,0.0,0.3333333333333333,0.6862769872442244,0.0029416704552230927
7490,24751,287865282,,,service,0,0,0,0,0,3745,POINT (723308.8876025425 3157449.937618809),0.0,0.0,3.0,5081655.0,16131.0,0.0,0.0,0.3333333333333333,0.7580452680115102,0.0029416704552230927
7492,18302,190315709,,,service,0,0,0,0,0,3746,POINT (710450.0903393263 3157450.862986766),0.0,0.0,3.0,4473819.0,16131.0,0.0,0.0,0.3333333333333333,0.6673726026048574,0.0029416704552230927
7493,18261,190315663,,,residential,0,0,0,0,0,3747,POINT (710471.0947404327 3157453.434785126),0.0,0.0,3.0,4446815.0,16131.0,0.0,0.0,0.3333333333333333,0.6633443373217197,0.0029416704552230927
7496,18239,190310243,,,residential,0,0,0,0,0,3748,POINT (709392.5494184624 3157453.949833844),0.0,0.0,3.0,4291836.0,16131.0,0.0,0.0,0.3333333333333333,0.6402256687794523,0.0029416704552230927
7497,18220,190310221,,,residential,0,0,0,0,0,3749,POINT (709534.292845076 3157454.983442126),0.0,0.0,3.0,4291920.0,16131.0,0.0,0.0,0.3333333333333333,0.6402381993039592,0.0029416704552230927
7501,26506,332454877,,,residential,0,0,0,0,0,3751,POINT (720207.1225781897 3157455.6927444898),0.0,0.0,2.0,5236839.0,16131.0,0.0,0.0,0.2222222222222222,0.7811945170004908,0.0029416704552230927
7504,810,37755457,Guru Ravidas Mg,,secondary,0,0,0,0,0,3752,POINT (720812.4977726201 3157456.2699389625),15.0,14.0,3.0,4929854.0,16131.0,0.06097560975609756,0.056910569105691054,0.3333333333333333,0.7354006709797528,0.0029416704552230927
7506,18040,190261066,,,motorway_link,1,0,0,0,0,3753,POINT (705700.880529616 3157456.4106861465),30.0,30.0,3.0,3888297.0,16131.0,0.12195121951219512,0.12195121951219512,0.3333333333333333,0.5800285815297085,0.0029416704552230927
7507,453,28616605,,NH8,motorway,1,0,0,80,0,3754,POINT (705392.4069023356 3156920.6719539613),16.0,16.0,2.0,3940707.0,16131.0,0.06504065040650407,0.06504065040650407,0.2222222222222222,0.5878467337845317,0.0029416704552230927
7509,16745,175893222,,,unclassified,0,0,0,0,0,3755,POINT (696112.0025313944 3157457.1316760276),0.0,0.0,1.0,3944913.0,16131.0,0.0,0.0,0.1111111111111111,0.58847415504734,0.0029416704552230927
