Node,Farness_weighted
143053,16131
52594,16131
52442,16131
145697,16131
111376,16131
23450,16131
49345,16131
114207,16131
29372,16131
29495,16131
51708,16131
52229,121267
142764,16131
143099,16131
143591,16131
145706,16131
146041,16131
48113,16131
49257,16131
113282,16131
144516,16131
74061,226365
114929,16131
23373,16131
23824,16131
144524,16131
112327,16131
144379,16131
146505,16131
146787,16131
142744,16131
24356,16131
143755,16131
144085,16131
151713,16131
114894,16131
116294,16131
116704,16131
34078,16131
29529,16131
111228,16131
114167,16131
146810,16131
146678,16131
147127,16131
136688,16131
138629,16131
142983,16131
143153,16131
29532,16131
144253,16131
143677,16131
56739,16131
56740,16131
145060,16131
144960,16131
145174,16131
56733,16131
56832,16131
56833,16131
56964,16131
92272,16131
92306,16131
145726,16131
146107,16131
56958,16131
57104,16131
57100,16131
113239,16131
52596,16131
52598,16131
92158,16131
23762,16131
24326,16131
89736,16131
92185,16131
114808,16131
55968,16131
56587,16131
89246,16131
49373,16131
144383,16131
144586,16131
89753,16131
112270,16131
146593,16131
146783,16131
143857,16131
33963,16131
144696,16131
145002,16131
51389,16131
74054,226365
111134,16131
114111,16131
151499,0
151500,0
143000,16131
143191,16131
142905,16131
142794,16131
143606,16131
143837,16131
144493,16131
113158,16131
29028,16131
145558,16131
145870,16131
48834,16131
48833,16131
32402,16131
23648,16131
146063,16131
145533,16131
114746,16131
115100,16131
146881,16131
146987,16131
24170,16131
49189,16131
146114,16131
112190,16131
143027,16131
143716,16131
146390,16131
146757,16131
144758,16131
48569,16131
49037,16131
145064,16131
111071,16131
143022,16131
143255,16131
114019,16131
52819,16131
49269,16131
76164,121241
75476,121241
143637,16131
143638,16131
146786,16131
146917,16131
145368,16131
51713,121267
52371,226411
113076,16131
142982,16131
144800,16131
146122,16131
146383,16131
24604,16131
116356,16131
116039,16131
116040,16131
122836,16131
114688,16131
115090,16131
48707,16131
122665,16131
123854,16131
112121,16131
146852,16131
145727,16131
113929,16131
143084,16131
143331,16131
145868,16131
146406,16131
149496,16131
111043,16131
144818,16131
145114,16131
144356,16131
144743,16131
120302,16131
145750,16131
143569,16131
120366,16131
123705,16131
113011,16131
107892,16131
49417,16131
114598,16131
115084,16131
107987,16131
111979,16131
56731,16131
145632,16131
57097,16131
144244,16131
144541,16131
23647,16131
145611,16131
67340,68407
67339,68407
113837,16131
73430,226365
115677,16131
120258,16131
143612,16131
143917,16131
144874,16131
145210,16131
146311,16131
146606,16131
143110,16131
13820,16131
144018,16131
144310,16131
149128,16131
149469,16131
13890,16131
49413,68703
13951,16131
112941,16131
68954,804422
114507,16131
47129,68703
146019,16131
146386,16131
77873,121257
77604,68683
110491,16131
110219,16131
110495,16131
69031,436671
151487,0
151488,0
143008,16131
143593,16131
115805,16131
115806,16131
111045,16131
111339,16131
109013,16131
110230,16131
111331,16131
111755,16131
144028,16131
111757,16131
108553,16131
109024,16131
143010,16131
143671,16131
113737,16131
108574,16131
145904,16131
112285,16131
43816,68675
43713,68675
76218,68683
107636,16131
107709,16131
144946,16131
112203,16131
55433,16131
55394,16131
56589,16131
57051,16131
57047,16131
52849,541845
150197,68597
150206,121169
57402,16131
144079,16131
147128,16131
147130,16131
145708,16131
73429,226365
75620,226365
144346,16131
144884,16131
145689,16131
147143,16131
114433,16131
48415,16131
146065,16131
146402,16131
144117,16131
147031,16131
24605,16131
68678,68407
77046,16131
114231,16131
146118,16131
72708,16131
72681,16131
68419,436671
111773,16131
111329,16131
112193,16131
113601,16131
116617,16131
116257,16131
117975,16131
67338,68407
72227,16131
72197,16131
107030,16131
144125,16131
144388,16131
80044,16131
114233,16131
107153,16131
115587,16131
145498,16131
145278,16131
145536,16131
146119,16131
146440,16131
143504,16131
144009,16131
67489,68407
67435,68407
79258,16131
109042,16131
108600,16131
145970,16131
56591,16131
56715,16131
56717,16131
57042,16131
112194,16131
112596,16131
145929,16131
146890,16131
147068,16131
56339,16131
56596,16131
139745,16131
139435,16131
79132,16131
48416,16131
56346,16131
33928,16131
146811,16131
55970,16131
145277,16131
144171,16131
144444,16131
143384,16131
143733,16131
53000,16131
147070,16131
115410,16131
145440,16131
145720,16131
138446,16131
137978,16131
115454,16131
146157,16131
146486,16131
67201,68407
76808,16131
146843,16131
147071,16131
116215,16131
144581,16131
48885,16131
109889,16131
109890,16131
143210,16131
143439,16131
146102,16131
115864,16131
113641,16131
113505,16131
145486,16131
144965,16131
56719,16131
57040,16131
143092,16131
55393,16131
113002,0
113001,0
146670,16131
151483,0
151484,0
133865,16131
147073,16131
111327,16131
111729,16131
111735,16131
112210,16131
144219,16131
114209,16131
113935,16131
114331,16131
145098,16131
115366,16131
147074,16131
80126,16131
115413,16131
113353,16131
114718,16131
146235,16131
144189,16131
145031,16131
113967,16131
114765,16131
115843,16131
112989,0
112990,0
42230,121249
144169,16131
143142,16131
143247,16131
143495,16131
61207,0
61208,0
145167,16131
79131,16131
56721,16131
145530,16131
113245,16131
113795,16131
47007,68675
114489,16131
114025,16131
143291,16131
83100,16131
83099,16131
146068,16131
145223,16131
76358,16131
146162,16131
77033,16131
78764,16131
74782,16131
76347,16131
78766,16131
79484,16131
74768,16131
5388,16131
5140,16131
55927,16131
116006,16131
113101,16131
113827,16131
143208,16131
115334,16131
115333,16131
115815,16131
115904,16131
143297,16131
143553,16131
115969,16131
146088,16131
108757,16131
109050,16131
109663,16131
109675,16131
110205,16131
117713,16131
119067,16131
110203,16131
108800,16131
110901,16131
110904,16131
108463,16131
111371,16131
111368,16131
108287,16131
108466,16131
108055,16131
108275,16131
107793,16131
108063,16131
111911,16131
107777,16131
111913,16131
112471,16131
112473,16131
106729,16131
106660,16131
145229,16131
145580,16131
116684,16131
13819,16131
11794,16131
144532,16131
144213,16131
144572,16131
11867,16131
113864,16131
116659,16131
57045,16131
56582,16131
14052,16131
110201,16131
110453,16131
149104,16131
148596,16131
79929,16131
110905,16131
110908,16131
111363,16131
116494,16131
111917,16131
112477,16131
112962,16131
143337,16131
143631,16131
144676,16131
144918,16131
82716,16131
146049,16131
20803,16131
113540,16131
113539,16131
145353,16131
145636,16131
79570,16131
110910,16131
110916,16131
111360,16131
116073,16131
111921,16131
116297,16131
112481,16131
112965,16131
110457,16131
110198,16131
144364,16131
144624,16131
143825,16131
56350,16131
55982,16131
47210,68675
145874,16131
114318,16131
117665,16131
106294,16131
113830,16131
116001,16131
110552,16131
110920,16131
111351,16131
110535,16131
111927,16131
110194,16131
106475,16131
144273,16131
112489,16131
112968,16131
109636,16131
109635,16131
113247,16131
143365,16131
72187,16131
117356,16131
73077,16131
73066,16131
73409,16131
73397,16131
149152,16131
47080,68675
113723,16131
117723,16131
144402,16131
145431,16131
55929,16131
46805,226389
46806,226389
143853,16131
144293,16131
113403,16131
148624,16131
149156,16131
144428,16131
144668,16131
112986,16131
110922,16131
111935,16131
111347,16131
112497,16131
112977,16131
82523,16131
74732,16131
75032,16131
75022,16131
75208,16131
75204,16131
75446,16131
75447,16131
77566,16131
77282,16131
77563,16131
77272,16131
77014,16131
55931,16131
78455,16131
78778,16131
78277,16131
78465,16131
76143,16131
76328,16131
78111,16131
78274,16131
78108,16131
75958,16131
76134,16131
75957,16131
107766,16131
52901,278991
143246,16131
109054,16131
110189,16131
109643,16131
80393,16131
80387,16131
112741,16131
33626,16131
33929,16131
77561,16131
77816,16131
77810,16131
78102,16131
113406,16131
75714,16131
75712,16131
75455,16131
75961,16131
118703,16131
119785,16131
33964,16131
33745,16131
144491,16131
110926,16131
111344,16131
111939,16131
112505,16131
112981,16131
143685,16131
145169,16131
146071,16131
145355,16131
47012,226389
47103,16131
113778,16131
29027,16131
45713,16131
49558,16131
47011,226389
106352,16131
107718,16131
144486,16131
144712,16131
20465,16131
55499,16131
55500,16131
148638,16131
149160,16131
110932,16131
111337,16131
145213,16131
143262,16131
143711,16131
111945,16131
112513,16131
52943,16131
55492,16131
55864,16131
117776,16131
104594,16131
144452,16131
148048,16131
143278,16131
143789,16131
55211,16131
55212,16131
45408,16131
108470,16131
104597,16131
105926,16131
73059,16131
72188,16131
55192,16131
109597,16131
109600,16131
109803,16131
109813,16131
110186,16131
110524,16131
110879,16131
110864,16131
111169,16131
111164,16131
111473,16131
111469,16131
111949,16131
112519,16131
112983,16131
52716,16131
53277,16131
77558,16131
78098,16131
83955,16131
83467,16131
83954,16131
83197,16131
83465,16131
82949,16131
83196,16131
82947,16131
81950,16131
80898,16131
80897,16131
81626,16131
81946,16131
144520,16131
144786,16131
81645,16131
5043,16131
5037,16131
5173,16131
143932,16131
144132,16131
83949,16131
84158,16131
84137,16131
84372,16131
150196,68597
84373,16131
150199,68703
118667,16131
71174,16131
71173,16131
120319,16131
120758,16131
119352,16131
55935,16131
118362,16131
74726,16131
112992,16131
75013,16131
75195,16131
112525,16131
75459,16131
75954,16131
111953,16131
76150,16131
76317,16131
76512,16131
76513,16131
76632,16131
111470,16131
76633,16131
76802,16131
76793,16131
76995,16131
77265,16131
77549,16131
78093,16131
78268,16131
78471,16131
78786,16131
119412,16131
120679,16131
144978,16131
83461,16131
83677,16131
83655,16131
53156,16131
53330,16131
83941,16131
143546,16131
143883,16131
74292,16131
73972,16131
79387,16131
115202,16131
117094,16131
118899,16131
59363,16131
57014,16131
57003,16131
66599,68407
66531,68407
66613,68407
75704,16131
75945,16131
75697,16131
75461,16131
55990,16131
55937,16131
66547,68407
56583,16131
77737,16131
78089,16131
77766,16131
77537,16131
112988,16131
144560,16131
59113,16131
143264,16131
102262,16131
80907,16131
5038,16131
5031,16131
55838,16131
148674,16131
149170,16131
80388,16131
55861,16131
56439,16131
148086,16131
57009,16131
120806,16131
73060,16131
56441,16131
120753,16131
127188,16131
104251,16131
104605,16131
113191,16131
119760,16131
103637,16131
104253,16131
113115,16131
114202,16131
5180,16131
143336,16131
120335,16131
121535,16131
5022,16131
143609,16131
143919,16131
143412,16131
103610,16131
54909,16131
54910,16131
5021,16131
20466,16131
22474,16131
67194,68407
55188,16131
55484,16131
144539,16131
54866,16131
83458,16131
83940,16131
119004,16131
143654,16131
148654,16131
109606,16131
109817,16131
110187,16131
110865,16131
111165,16131
111318,16131
5015,16131
55189,16131
150146,16131
150120,68597
114163,16131
82943,16131
113687,16131
113688,16131
114087,16131
84377,16131
83930,16131
83449,16131
78087,16131
75944,16131
75465,16131
100758,16131
102322,16131
77533,16131
67511,68407
144430,16131
148509,16131
5170,16131
114965,16131
5005,16131
143536,16131
143651,16131
143965,16131
112583,16131
74721,16131
78794,16131
75463,16131
78085,16131
104609,16131
105710,16131
75942,16131
76313,16131
76989,16131
77523,16131
147746,16131
57019,16131
81938,16131
82181,16131
82162,16131
82441,16131
82436,16131
82683,16131
82686,16131
56422,16131
5006,16131
82938,16131
83175,16131
83154,16131
73957,16131
83445,16131
84141,16131
84391,16131
84140,16131
83925,16131
74720,16131
147132,16131
148744,16131
149178,16131
74693,16131
75039,16131
76135,16131
76276,16131
75030,16131
75215,16131
75202,16131
75471,16131
108271,16131
108272,16131
76122,16131
83657,16131
83909,16131
83645,16131
81648,16131
83439,16131
75934,16131
129884,16131
107785,16131
107776,16131
77267,16131
77519,16131
77236,16131
119995,16131
120675,16131
76960,16131
78502,16131
78806,16131
78266,16131
78518,16131
103068,16131
103066,16131
103854,16131
103834,16131
78270,16131
78081,16131
148110,16131
148522,16131
130713,16131
135682,16131
23412,0
23411,0
22635,0
25283,0
144375,16131
77773,16131
78069,16131
77759,16131
77487,16131
75696,16131
75929,16131
75699,16131
75473,16131
112574,16131
112969,16131
136430,16131
151250,16131
143705,16131
144031,16131
116600,16131
117441,16131
151247,16131
107561,16131
107562,16131
147079,16131
113062,16131
121309,16131
122289,16131
53689,16131
114506,16131
114709,16131
67958,68407
67896,68407
118957,16131
5168,16131
5014,16131
120464,16131
121175,16131
149348,16131
149353,16131
149380,16131
149382,16131
148920,16131
149184,16131
118351,16131
148567,16131
144206,16131
148782,16131
148915,16131
117288,16131
119299,16131
79355,16131
79890,16131
149181,16131
149357,16131
117348,16131
118001,16131
149392,16131
81649,16131
112494,16131
114501,16131
79125,16131
79126,16131
148049,16131
148786,16131
148911,16131
112573,16131
41365,0
41366,0
83900,16131
147987,16131
148138,16131
143757,16131
83438,16131
148136,16131
148498,16131
73975,16131
151453,0
151454,0
121553,16131
114936,16131
78068,16131
53817,16131
53871,16131
120255,16131
120788,16131
107307,16131
107308,16131
77482,16131
75928,16131
107049,16131
107050,16131
75477,16131
55456,16131
119367,16131
147953,16131
148058,16131
116698,16131
117028,16131
117941,16131
147494,16131
147790,16131
119810,16131
113020,16131
113019,16131
114291,16131
114382,16131
149173,16131
149361,16131
67593,68407
67562,68407
116766,16131
119713,16131
100262,16131
101970,16131
108693,16131
108694,16131
81935,16131
121556,16131
121901,16131
147923,16131
147996,16131
79348,16131
79656,16131
79639,16131
79888,16131
80333,16131
121036,16131
85902,16131
144377,16131
144391,16131
80317,16131
80531,16131
80512,16131
80721,16131
80718,16131
80931,16131
80924,16131
81143,16131
143630,16131
81126,16131
4851,16131
4852,16131
148687,16131
82445,16131
82448,16131
82679,16131
82670,16131
82963,16131
82960,16131
83171,16131
83921,16131
83427,16131
83918,16131
84153,16131
84134,16131
84455,16131
83152,16131
83426,16131
147869,16131
147961,16131
76269,16131
120547,16131
76964,16131
78810,16131
79006,16131
84434,16131
85811,16131
25317,0
27006,0
74703,16131
74949,16131
79343,16131
4840,16131
4839,16131
55780,16131
106126,16131
73948,16131
74022,16131
30372,16131
74985,16131
75137,16131
75139,16131
75359,16131
75362,16131
75881,16131
104613,16131
75866,16131
76053,16131
76087,16131
76271,16131
103882,16131
104261,16131
78511,16131
78799,16131
103889,16131
78285,16131
78481,16131
78073,16131
78291,16131
103442,16131
77461,16131
78062,16131
103445,16131
144393,16131
144419,16131
122097,16131
124295,16131
77209,16131
77469,16131
77207,16131
102668,16131
103117,16131
76967,16131
147841,16131
147931,16131
102705,16131
102370,16131
101985,16131
53502,16131
119755,16131
120328,16131
115730,16131
55834,16131
56028,16131
99320,16131
99548,16131
24850,0
25194,0
119094,16131
115966,16131
116805,16131
148725,16131
147811,16131
147888,16131
119131,16131
120135,16131
148170,16131
148390,16131
79872,16131
80069,16131
80047,16131
80287,16131
83422,16131
83616,16131
83627,16131
83914,16131
149033,16131
148947,16131
149032,16131
120622,16131
117675,16131
148739,16131
148949,16131
148889,16131
148907,16131
32380,16131
32409,16131
112432,16131
113945,16131
147846,16131
75364,16131
75672,16131
116720,16131
117531,16131
75652,16131
75822,16131
77471,16131
77730,16131
77749,16131
78055,16131
55765,16131
148845,16131
148887,16131
147751,16131
147834,16131
55829,16131
121566,16131
105478,16131
105264,16131
105508,16131
105034,16131
105278,16131
115160,16131
114435,16131
114665,16131
115500,16131
32040,16131
104850,16131
105038,16131
104846,16131
104615,16131
147711,16131
147819,16131
112418,16131
32789,16131
117865,16131
53553,16131
40856,16131
41990,16131
79335,16131
33444,16131
33592,16131
71628,16131
71627,16131
71914,16131
112417,16131
113876,16131
71909,16131
71986,16131
71981,16131
56941,16131
149069,16131
149165,16131
149071,16131
149027,16131
5150,16131
64377,68407
73939,16131
34454,16131
33814,16131
39450,16131
5026,16131
107335,16131
107587,16131
147683,16131
147764,16131
107846,16131
107863,16131
108118,16131
108116,16131
108372,16131
108373,16131
108612,16131
108610,16131
108864,16131
108860,16131
109098,16131
107127,16131
109080,16131
109522,16131
33708,16131
120137,16131
121027,16131
109530,16131
110134,16131
53370,16131
113141,16131
147278,16131
147523,16131
34455,16131
33797,16131
37655,16131
71880,16131
71969,16131
73073,16131
116631,16131
117465,16131
73062,16131
73417,16131
106550,16131
73378,16131
120902,16131
73924,16131
147645,16131
147720,16131
80286,16131
79863,16131
114362,16131
83416,16131
114603,16131
115580,16131
148424,16131
83907,16131
100566,16131
100540,16131
100956,16131
100958,16131
101492,16131
101489,16131
102005,16131
98045,16131
102379,16131
53458,16131
96442,16131
102739,16131
42041,16131
53457,16131
53478,16131
116516,16131
147603,16131
147691,16131
78054,16131
77473,16131
148791,16131
148843,16131
80282,16131
75815,16131
52972,16131
53421,16131
75366,16131
80714,16131
82954,16131
84420,16131
83905,16131
81122,16131
83412,16131
79333,16131
79851,16131
148446,16131
33689,16131
4708,16131
5009,16131
115153,16131
147579,16131
147664,16131
121082,16131
114069,16131
33647,16131
75370,16131
76279,16131
76969,16131
75811,16131
148202,16131
148356,16131
77477,16131
74702,16131
78052,16131
148012,16131
78475,16131
33579,16131
78789,16131
4707,16131
148172,16131
56968,16131
114437,16131
148456,16131
147543,16131
147621,16131
80270,16131
80514,16131
80526,16131
80710,16131
80916,16131
116348,16131
79667,16131
79850,16131
80894,16131
81112,16131
81326,16131
81296,16131
79644,16131
83902,16131
84122,16131
79329,16131
148468,16131
82926,16131
83160,16131
84118,16131
83144,16131
83410,16131
84402,16131
33227,16131
33439,16131
33525,16131
75154,16131
75376,16131
74954,16131
75174,16131
79836,16131
80028,16131
80025,16131
80259,16131
78043,16131
78249,16131
74970,16131
78230,16131
77219,16131
77483,16131
78446,16131
76067,16131
76283,16131
77222,16131
74696,16131
85889,16131
87882,16131
78774,16131
76977,16131
76082,16131
75806,16131
83406,16131
83642,16131
83640,16131
83892,16131
101087,16131
101529,16131
101541,16131
101089,16131
148224,16131
84832,16131
147581,16131
115399,16131
116226,16131
118626,16131
117069,16131
147491,16131
147571,16131
147939,16131
84930,16131
87175,16131
118652,16131
120371,16131
112609,16131
113813,16131
75640,16131
75793,16131
75633,16131
77507,16131
77735,16131
75394,16131
77744,16131
78039,16131
147455,16131
147553,16131
117336,16131
136425,16131
148128,16131
121386,16131
33527,16131
117240,16131
33648,16131
124033,16131
125607,16131
147429,16131
147507,16131
147973,16131
148078,16131
115989,16131
115990,16131
116009,16131
116512,16131
120866,16131
121227,16131
148230,16131
116602,16131
117212,16131
147236,16131
147288,16131
32781,16131
147393,16131
147462,16131
106662,16131
107322,16131
4549,16131
4550,16131
107304,16131
107568,16131
107550,16131
148024,16131
108837,16131
109091,16131
109352,16131
110648,16131
110540,16131
110310,16131
110525,16131
110114,16131
110319,16131
109800,16131
110111,16131
109809,16131
109357,16131
109523,16131
4554,16131
5075,16131
80234,16131
147361,16131
147439,16131
79832,16131
83888,16131
83400,16131
147983,16131
7676,16131
6488,16131
7724,16131
7942,16131
121121,16131
121569,16131
58854,16131
147253,16131
147254,16131
147210,16131
147209,16131
147240,16131
114782,16131
122814,16131
147231,16131
147301,16131
147299,16131
5240,16131
104623,16131
53688,16131
124394,16131
105043,16131
147343,16131
147417,16131
78036,16131
106810,16131
77527,16131
147235,16131
75788,16131
75402,16131
112610,16131
96551,16131
98460,16131
116611,16131
116892,16131
56151,16131
58847,16131
121003,16131
66411,68407
147948,16131
66432,68407
71956,16131
72366,16131
148751,16131
148822,16131
114385,16131
72355,16131
72774,16131
54269,226416
116335,16131
72762,16131
73058,16131
147311,16131
147382,16131
5211,16131
79326,16131
79651,16131
79898,16131
79895,16131
108250,16131
108234,16131
80342,16131
80337,16131
80506,16131
80698,16131
108054,16131
108050,16131
80856,16131
81110,16131
81454,16131
81441,16131
81714,16131
81710,16131
82164,16131
82158,16131
82438,16131
82430,16131
82656,16131
99880,16131
100517,16131
82644,16131
82914,16131
83134,16131
83398,16131
83883,16131
84400,16131
99370,16131
99892,16131
98876,16131
99376,16131
116336,16131
137222,16131
137206,16131
116638,16131
98926,16131
148238,16131
98488,16131
151451,0
151452,0
32756,16131
32794,16131
147726,16131
148940,16131
116525,16131
117118,16131
149237,16131
148932,16131
124389,16131
74692,16131
74951,16131
75145,16131
75324,16131
75329,16131
75789,16131
76079,16131
76301,16131
76498,16131
76499,16131
76602,16131
76605,16131
76778,16131
76771,16131
76985,16131
77205,16131
77522,16131
147886,16131
78031,16131
78237,16131
78457,16131
78755,16131
79321,16131
147347,16131
121241,16131
121777,16131
120475,16131
147878,16131
5630,16131
147279,16131
147340,16131
117958,16131
86244,16131
86094,16131
86242,16131
85952,16131
86072,16131
85707,16131
85924,16131
85703,16131
80073,16131
80059,16131
79885,16131
80327,16131
81108,16131
81289,16131
81281,16131
81431,16131
107102,16131
107297,16131
107547,16131
108043,16131
108223,16131
67190,68407
83396,16131
83607,16131
83605,16131
83879,16131
148284,16131
117987,16131
119638,16131
147853,16131
147267,16131
147326,16131
116609,16131
4427,16131
4428,16131
75587,16131
75801,16131
75585,16131
75331,16131
77510,16131
77761,16131
77747,16131
78027,16131
85553,16131
85696,16131
86206,16131
86448,16131
45714,16131
44328,16131
147668,16131
85350,16131
85556,16131
113131,16131
86450,16131
86652,16131
86642,16131
85158,16131
124955,16131
127085,16131
5449,16131
121587,16131
122227,16131
115561,16131
32751,16131
147291,16131
149163,16131
149075,16131
149025,16131
147816,16131
148955,16131
148905,16131
148882,16131
32754,16131
84396,16131
49576,16131
84776,16131
40011,16131
121377,16131
32037,16131
114122,16131
114414,16131
114737,16131
113769,16131
114093,16131
65235,68407
65225,68407
147238,16131
147271,16131
44148,16131
45409,16131
113770,16131
110661,16131
148719,16131
148837,16131
147701,16131
147794,16131
89754,16131
116060,16131
116059,16131
87046,16131
87833,16131
109101,16131
105061,16131
105368,16131
84889,16131
67584,68407
105424,16131
105662,16131
107298,16131
148248,16131
67575,68407
67786,68407
105698,16131
105848,16131
117241,16131
105921,16131
106060,16131
106136,16131
106272,16131
106297,16131
84890,16131
30276,16131
120909,16131
86830,16131
87026,16131
85146,16131
116995,16131
86622,16131
86820,16131
120288,16131
147266,16131
116183,16131
147734,16131
104581,16131
104596,16131
30303,489297
31394,121273
103451,16131
103112,16131
102734,16131
102342,16131
102000,16131
101517,16131
101553,16131
101093,16131
80324,16131
100518,16131
79877,16131
81104,16131
81429,16131
67779,68407
83392,16131
83878,16131
114811,16131
121093,16131
120076,16131
112669,16131
112365,16131
112665,16131
112921,16131
116067,16131
116269,16131
116737,16131
147708,16131
75333,16131
75809,16131
112051,16131
112367,16131
77503,16131
110658,16131
137036,16131
137228,16131
78026,16131
112859,16131
109109,16131
68442,68407
114702,16131
115137,16131
122024,16131
122489,16131
112052,16131
113089,16131
113373,16131
107204,16131
80322,16131
79867,16131
79319,16131
80694,16131
81100,16131
81427,16131
81868,16131
81881,16131
84387,16131
83876,16131
82911,16131
83387,16131
4217,16131
4218,16131
113376,16131
113617,16131
148677,16131
148794,16131
113633,16131
147679,16131
113851,16131
75813,16131
76309,16131
78022,16131
78747,16131
76993,16131
74690,16131
77499,16131
75339,16131
124805,16131
125867,16131
88388,16131
65203,68407
65486,68407
148302,16131
111688,16131
111687,16131
148044,16131
87672,16131
88287,16131
68323,68407
120627,16131
137218,16131
137276,16131
147474,16131
5452,16131
5623,16131
95500,16131
81690,16131
81923,16131
129798,16131
81667,16131
80313,16131
80518,16131
81419,16131
80507,16131
80673,16131
80880,16131
80865,16131
81097,16131
79631,16131
79857,16131
79617,16131
79316,16131
84381,16131
83871,16131
84775,16131
84896,16131
85119,16131
85358,16131
85351,16131
83139,16131
83386,16131
85690,16131
85929,16131
83137,16131
86074,16131
86221,16131
86346,16131
86347,16131
82901,16131
86619,16131
86824,16131
87017,16131
87278,16131
87271,16131
87474,16131
87472,16131
87656,16131
122361,16131
122921,16131
144789,16131
144790,16131
43768,16131
147619,16131
89163,16131
95672,16131
109115,16131
110571,16131
68590,68407
115139,16131
115619,16131
76059,16131
76323,16131
107296,16131
76074,16131
75131,16131
75343,16131
110663,16131
74963,16131
75130,16131
75817,16131
74948,16131
74684,16131
98498,16131
77215,16131
77498,16131
77214,16131
78469,16131
78742,16131
77001,16131
126472,16131
128529,16131
78227,16131
78486,16131
78241,16131
147611,16131
78017,16131
79837,16131
80065,16131
80057,16131
83601,16131
83867,16131
80303,16131
83599,16131
83382,16131
109920,16131
148631,16131
148747,16131
123396,16131
124643,16131
125603,16131
137344,16131
119942,16131
120311,16131
120809,16131
147585,16131
121548,16131
122175,16131
75345,16131
75621,16131
75603,16131
75857,16131
148308,16131
148502,16131
77719,16131
78013,16131
77769,16131
77492,16131
85516,16131
85684,16131
85508,16131
85345,16131
103943,16131
103944,16131
104133,16131
104134,16131
104395,16131
104396,16131
27007,0
26722,0
67543,68407
67629,68407
89130,16131
147421,16131
119470,16131
148056,16131
118490,16131
118307,16131
109119,16131
67609,68407
67719,68407
117684,16131
137863,16131
137864,16131
88098,16131
89081,16131
144655,16131
144656,16131
120671,16131
107376,16131
61278,16131
97884,16131
96848,16131
97878,16131
97141,16131
96334,16131
137214,16131
137391,16131
98502,16131
98924,16131
99392,16131
147916,16131
99910,16131
117719,16131
100522,16131
147557,16131
124390,16131
124845,16131
67685,68407
121685,16131
148065,16131
122527,16131
123317,16131
43092,16131
126159,16131
6457,16131
72344,16131
67759,68407
148579,16131
148707,16131
42091,173853
109123,16131
58850,121279
61282,16131
42625,16131
73916,16131
137422,16131
147449,16131
147532,16131
67180,68407
67465,68407
124360,16131
119247,16131
43408,16131
124166,16131
147865,16131
3992,16131
107524,16131
125567,16131
126429,16131
115272,16131
115651,16131
112058,16131
122971,16131
124855,16131
112375,16131
118785,16131
112656,16131
147484,16131
112865,16131
114440,16131
148531,16131
148665,16131
113093,16131
113643,16131
113388,16131
120893,16131
115242,16131
115634,16131
115873,16131
115004,16131
80297,16131
79833,16131
108123,16131
147892,16131
67455,68407
122683,16131
83861,16131
137208,16131
137353,16131
148316,16131
148270,16131
148330,16131
83379,16131
127999,16131
148116,16131
148288,16131
43407,16131
94196,16131
78012,16131
77490,16131
67529,68407
75347,16131
75873,16131
125926,16131
147457,16131
85337,16131
89634,16131
85681,16131
147904,16131
148081,16131
122125,16131
94256,16131
87654,16131
87267,16131
107638,16131
89575,16131
148587,16131
114984,16131
114700,16131
147432,16131
3991,16131
85332,16131
85679,16131
84898,16131
79309,16131
78736,16131
86078,16131
86828,16131
115881,16131
116079,16131
87263,16131
117088,16131
82884,16131
84766,16131
84893,16131
130006,16131
133898,16131
147748,16131
74682,16131
112066,16131
148471,16131
148556,16131
117619,16131
118159,16131
78727,16131
150424,16131
104706,16131
105083,16131
104656,16131
104362,16131
104322,16131
122418,16131
103476,16131
103954,16131
103472,16131
103180,16131
103168,16131
102812,16131
102810,16131
102347,16131
102001,16131
65488,68407
101546,16131
101084,16131
100524,16131
137202,16131
137348,16131
148409,16131
148544,16131
121329,16131
148131,16131
149049,16131
129711,16131
147379,16131
124815,16131
124602,16131
125628,16131
65165,68407
137377,16131
91620,16131
86834,16131
87023,16131
107826,16131
87050,16131
148052,16131
148187,16131
116099,16131
116323,16131
85926,16131
86082,16131
85900,16131
87261,16131
85674,16131
87870,16131
88068,16131
88372,16131
87868,16131
85124,16131
85329,16131
88366,16131
88612,16131
87648,16131
88606,16131
88836,16131
148361,16131
148473,16131
88832,16131
89022,16131
85122,16131
89018,16131
89218,16131
89206,16131
147372,16131
84874,16131
148374,16131
54360,121274
148425,16131
89500,16131
91537,16131
125877,16131
147956,16131
148073,16131
148227,16131
148344,16131
118607,16131
147768,16131
117517,16131
118049,16131
94934,16131
147352,16131
112074,16131
97622,16131
97130,16131
85532,16131
85668,16131
85528,16131
85322,16131
87259,16131
87460,16131
87455,16131
87641,16131
115449,16131
115436,16131
137180,16131
137321,16131
148320,16131
148928,16131
126979,16131
147773,16131
30720,16131
121851,16131
125444,16131
20695,16131
20649,16131
20920,16131
147647,16131
107964,16131
147321,16131
106321,16131
116325,16131
116671,16131
20605,16131
20870,16131
117154,16131
117685,16131
148251,16131
137405,16131
102420,16131
102422,16131
95496,16131
20569,16131
20819,16131
101534,16131
147926,16131
147971,16131
112082,16131
118355,16131
137166,16131
147303,16131
121533,16131
31859,16131
137382,16131
137657,16131
121969,16131
147599,16131
20535,16131
20776,16131
149922,16131
148004,16131
148149,16131
118477,16131
118751,16131
108046,16131
20493,16131
20732,16131
