Node,Indegree,Outdegree
5526,0,1
71063,5,5
5529,2,2
38299,2,2
5539,13,12
5543,1,1
5550,18,18
71089,1,1
5556,40,26
71095,4,4
71099,1,1
71100,2,2
5566,2,2
71102,6,6
5568,1,1
5573,12,12
38342,30,30
38345,4,4
71130,2,2
1112,4,0
5606,20,20
5613,86,86
103917,1,1
5615,12,12
136688,1,1
103922,4,4
5622,16,16
5623,2,2
5626,21,21
5630,38,38
38400,2,2
71173,4,4
71174,47,47
38408,1,1
38411,15,15
38413,1,1
71183,1,1
71186,2,2
38420,1,1
103966,1,1
5663,1,1
71201,2,2
71207,2,2
5673,3,3
71210,2,2
71212,2,2
136751,2,2
5680,0,2
71229,2,2
5696,1,1
71233,2,2
71236,15,16
5706,1,1
71246,2,2
5718,30,30
38506,10,10
5738,1,1
71277,23,23
104045,11,11
5744,18,18
5745,14,16
38514,2,3
104055,10,10
5753,34,35
71300,6,6
5764,1,1
5768,6,6
38537,1,1
5771,8,8
71308,10,12
71311,1,1
136848,1,1
5778,13,13
38554,1,0
136859,1,1
5788,7,7
71326,6,8
136862,2,2
5792,10,10
104095,1,1
71334,1,1
38570,3,3
104114,6,6
104116,4,4
5813,6,6
71361,2,2
38593,1,1
136901,2,2
5830,18,18
71368,8,8
136905,8,8
5834,12,12
38611,2,2
104161,4,4
71394,5,5
5868,10,10
136942,10,10
104182,56,56
38648,117,115
5883,12,12
104188,3,3
38651,4,1
38656,3,0
38662,3,3
71431,1,1
38665,1,1
5901,2,2
38671,11,11
38674,2,11
136978,10,10
38688,2,2
38693,1,1
5932,14,14
71468,2,3
38702,1,0
71483,1,1
104251,5,5
38717,19,19
5950,1,1
71491,1,1
137032,10,10
5961,10,15
137040,1,1
137043,9,2
38741,2,2
137047,8,8
38743,1,1
5979,1,1
38748,16,16
38750,17,17
71526,1,1
71530,3,3
38772,2,2
38773,1,1
38781,3,3
71550,1,1
71549,1,1
71553,1,1
6020,1,1
38791,2,1
71561,2,2
38796,1,1
137104,12,12
71590,2,0
104360,4,4
137130,10,10
38827,1,1
6059,2,2
104366,26,26
6064,19,19
137151,3,3
38847,2,2
137153,3,5
38862,1,1
104399,16,16
38864,0,7
71641,6,6
104411,53,52
71645,1,1
137189,1,1
71654,4,4
38887,3,3
137210,19,19
38913,16,16
104453,16,10
38919,13,13
71688,1,1
38923,25,25
6156,1,12
71693,1,1
104464,12,12
104465,7,7
38928,2,2
38941,23,23
104481,1,1
38946,7,7
71720,1,1
6185,28,28
71728,1,1
104498,14,14
6197,2,2
38970,29,29
104508,8,8
71743,11,11
71745,11,11
38978,7,7
71749,1,0
104521,26,26
71753,1,1
6222,15,19
6227,22,22
6228,22,21
104535,3,3
39000,23,23
104542,43,43
6240,7,7
71781,2,1
6253,22,20
39024,30,30
104560,4,4
6261,9,9
6262,9,9
39029,19,19
39043,1,1
104583,1,1
71816,1,1
104594,3,3
104597,6,6
39063,22,22
104602,1,1
104605,2,2
39070,1,1
39071,2,2
71840,12,12
6305,11,12
6314,8,8
6319,22,22
71855,1,1
104629,11,13
39093,2,4
71865,6,6
71867,1,1
6333,1,1
39105,1,1
39119,0,4
39126,7,7
71896,12,12
39133,2,2
71904,2,2
104683,17,17
39147,2,2
39155,1,1
6393,9,9
71931,1,1
104703,1,1
71936,1,1
39176,2,2
71948,3,3
6416,7,7
39185,1,1
39190,1,1
6423,9,9
6428,25,25
71976,11,11
39215,3,3
6455,9,9
6457,2,2
39229,2,2
39234,4,3
104772,1,1
72015,1,1
6488,38,38
104796,18,18
39262,7,7
6497,6,6
6499,11,11
104806,4,4
104807,0,1
72048,2,2
6516,25,25
72058,8,8
39294,3,3
6539,2,2
39309,93,93
72089,1,1
72099,1,1
39339,7,7
39341,2,2
104883,1,1
39353,8,8
39357,1,1
39366,0,1
39376,7,7
104913,1,1
104917,4,4
104918,4,4
72162,3,3
104932,3,3
72167,11,11
72168,12,12
39401,1,1
39403,5,4
39404,2,2
39405,2,2
39409,5,5
72177,1,1
72183,1,1
72189,23,22
39421,8,8
39426,1,1
72203,1,3
104980,20,20
72215,6,6
72216,37,43
104984,1,1
39450,24,24
6683,12,12
137757,1,1
137758,3,3
6686,17,17
104991,1,1
6694,18,18
39464,3,3
72233,1,1
72238,1,1
39482,28,28
6718,26,26
72255,2,2
39491,4,4
72260,2,2
137807,2,2
39504,4,4
6740,2,2
39515,1,1
39517,3,3
39518,5,5
39521,1,1
105058,4,4
137828,3,3
39525,21,21
72308,2,2
72311,1,1
39543,3,3
72314,2,2
6786,9,9
39554,4,4
6789,2,1
39558,2,2
72329,7,7
6805,1,1
6806,2,2
137878,1,1
39580,7,7
39584,2,1
39586,7,7
39590,7,7
39594,7,7
137907,1,1
39609,7,7
105146,2,2
72383,0,1
39618,1,1
39620,1,1
39629,28,28
39630,38,41
39631,1,1
39638,20,20
105174,56,56
6874,1,1
105181,1,1
72419,0,1
39653,1,1
39654,1,1
39656,1,1
39657,8,8
39658,8,8
6892,3,3
39664,2,2
6902,29,36
6903,11,11
105208,4,4
39672,1,1
72444,1,1
72453,0,1
72456,8,8
39689,5,5
72459,3,3
72461,5,5
39714,13,12
72487,5,5
39720,1,1
6952,1,1
105258,6,6
105265,1,1
6966,1,5
105274,3,3
6971,4,4
39742,0,2
138052,1,1
39757,4,4
39766,54,54
7007,94,94
72544,5,5
72545,5,5
7008,86,86
72550,6,6
39790,1,1
39799,2,2
7032,1,1
39804,7,7
7053,23,23
138137,2,2
39834,12,9
39837,76,76
39838,77,78
7073,2,2
138146,3,2
7074,1,1
105380,1,0
7080,13,13
72620,11,11
39853,64,65
39857,2,2
105397,1,1
105399,1,1
7096,1,1
105407,3,3
7105,0,1
138186,1,1
39890,2,2
39900,1,1
72678,1,1
39916,8,8
72690,2,2
105458,6,6
72704,9,8
7177,6,6
105486,6,7
105491,4,4
72725,6,6
7195,17,17
39976,7,7
105512,4,4
105517,5,5
138287,1,1
39984,6,6
39985,13,13
7222,17,17
40000,93,93
7236,15,15
105544,5,5
138313,1,1
40010,1,1
40009,1,1
40019,3,3
72795,1,1
72796,1,1
7268,1,1
40041,1,1
40042,1,1
40043,8,8
105580,12,12
72813,4,5
105582,10,10
72814,5,5
72819,6,6
40060,4,4
7294,22,18
105605,1,1
40076,7,7
72850,19,19
72857,6,6
40089,1,1
72862,11,11
7328,3,3
72866,2,2
40098,7,7
7334,7,7
7336,3,3
72872,0,1
72875,34,53
72876,53,53
72877,76,76
72878,76,76
40114,8,8
40115,6,8
7350,14,14
105664,1,1
72897,6,4
40147,1,1
7387,7,9
40158,21,21
40162,2,2
7400,1,1
72938,2,2
40172,7,7
105710,1,1
40177,17,17
72947,20,20
105715,1,1
40183,1,1
72954,20,20
40187,1,1
72960,4,5
7430,10,10
40201,0,1
40204,1,0
7437,42,39
40216,15,15
40219,0,2
72992,3,3
40225,15,15
40229,15,15
40231,7,7
7466,2,2
73006,20,20
40241,29,28
40242,8,8
73011,4,4
40244,37,37
40248,20,20
7483,4,4
73025,6,6
105794,1,1
73030,2,2
7504,15,14
40273,4,4
7506,30,30
7507,16,16
40276,1,1
7514,2,2
7515,1,1
40284,1,1
73059,4,4
73060,4,4
7527,6,6
40298,7,7
105838,3,3
40306,2,2
73077,2,0
105846,4,4
40325,4,4
40327,1,1
40330,15,15
73098,1,1
7566,5,5
7569,1,1
7570,3,3
7578,10,11
73122,20,20
40354,2,2
40363,15,15
7597,10,10
7598,4,4
7599,16,16
7602,22,22
40370,2,2
105912,1,1
7611,41,41
105917,0,1
7617,4,4
7623,0,4
40397,0,1
105936,6,5
7641,4,4
138720,2,2
7651,10,10
7659,1,1
40432,9,9
7670,3,3
73209,2,2
40442,25,25
7682,16,16
7687,14,14
73227,5,5
40465,24,24
106008,1,1
73246,24,24
7710,4,4
40480,1,1
40483,17,17
73251,2,0
7724,37,40
40494,8,8
73271,4,4
7742,4,4
138816,10,10
73287,4,4
106058,114,114
7757,1,1
7759,10,10
73298,12,12
106072,7,7
40547,1,1
7780,4,4
138854,2,2
40551,1,1
40553,8,8
73323,4,4
40557,1,1
73330,6,7
40566,7,7
7802,4,4
7806,35,35
7833,10,10
40606,17,17
7838,11,11
40609,15,15
7844,16,6
73389,4,4
73395,4,4
40628,3,3
73397,4,4
40630,8,8
73400,20,20
73409,2,2
7876,4,4
40650,120,118
7888,9,9
73429,1,1
73430,2,2
40673,12,12
73442,4,4
73447,4,4
7912,4,4
7915,2,2
7919,10,10
7922,4,4
139000,2,2
139002,2,2
106243,3,3
7942,52,45
40711,8,8
73480,24,6
7946,10,10
106251,3,3
40716,7,7
7948,4,4
73509,4,4
40747,77,76
40753,20,21
7989,10,10
106294,3,3
40764,8,8
7997,7,7
106304,1,1
8002,10,10
40771,1,1
8009,11,11
40778,17,17
8014,34,34
40782,9,9
73551,1,1
73558,3,0
8027,25,25
8030,17,17
40798,8,8
8033,1,1
8047,4,4
106352,8,8
8052,17,17
8055,3,5
40828,93,93
73599,2,4
8065,5,5
40841,17,17
106377,16,16
106378,16,16
8077,4,4
73623,4,4
40856,24,24
8090,10,10
106407,11,11
40880,7,7
40895,20,20
40896,23,23
8132,1,1
40901,15,15
139206,1,1
8134,3,3
40907,1,1
139212,2,2
40912,4,4
8148,7,7
8152,10,10
106460,4,4
8166,7,7
106475,8,8
8177,16,16
40946,2,2
8179,17,20
40951,12,12
8186,7,7
73723,4,4
8194,5,5
8202,43,41
40975,1,1
40979,120,120
40993,0,1
8227,1,1
139304,1,1
73769,1,1
41003,2,1
8239,4,4
139314,2,2
106556,4,4
41028,7,0
106574,4,4
41038,2,2
8272,9,9
8275,1,1
73816,13,13
8285,25,25
139366,2,2
41063,25,25
73835,4,4
8301,21,21
73840,6,6
139388,2,2
8320,1,1
8321,3,3
139397,2,2
8327,4,4
73865,1,1
139404,3,3
139408,2,2
106643,7,7
139412,11,11
106645,43,43
106646,46,46
8342,21,21
8346,8,8
139419,4,4
41114,2,2
8361,30,30
139435,1,1
8367,3,3
8368,1,1
139442,2,2
8375,1,1
41144,3,3
139448,1,0
41146,8,8
106683,2,2
8382,37,37
139462,1,1
139465,1,1
41162,2,2
8397,1,0
139474,1,1
106716,3,3
8413,1,3
8414,3,3
106720,3,3
8418,8,8
73954,6,6
73957,2,2
139494,2,2
106729,5,5
73972,2,2
41206,16,16
8440,1,1
41213,18,18
8447,34,34
73983,1,1
8452,23,23
73989,5,5
8455,7,7
73992,3,3
139532,2,2
8464,3,3
8474,3,3
74012,8,8
8476,14,14
74016,7,7
8487,1,1
8490,3,3
8492,3,3
106804,46,46
41269,22,22
41270,22,22
41274,54,54
106818,1,1
106819,19,19
139587,1,1
41285,25,25
74054,2,1
8519,3,3
74059,49,34
8525,3,3
106831,1,1
74066,72,72
8533,1,1
41305,15,15
8537,1,1
8543,0,2
8544,2,2
41313,5,5
41312,3,3
106854,4,4
106855,2,2
106859,1,1
8557,45,44
41325,1,6
41328,10,10
74097,3,3
139634,2,2
8562,18,18
41332,9,9
106870,26,26
8566,2,2
139644,1,1
41348,2,2
8585,9,9
41357,3,3
74130,6,6
8595,66,66
41366,15,15
106902,1,1
8619,4,4
8620,4,4
106926,2,2
8623,9,9
74161,4,4
8630,4,4
106936,0,2
8638,4,4
106946,4,4
8657,9,9
41434,3,4
8671,1,1
8678,10,10
106984,58,58
8681,1,0
8682,1,1
41453,9,9
8685,18,18
41457,22,22
8692,9,9
41466,2,2
107009,1,1
8707,1,1
8712,5,5
74248,3,3
8717,8,8
74256,4,4
107025,14,14
8724,9,9
107030,3,3
8731,34,34
8737,3,3
8742,5,5
74285,4,4
8750,4,4
74289,3,3
8753,1,1
41525,2,1
74296,5,5
41533,1,0
41539,17,17
8771,3,3
41541,2,2
74310,4,4
74309,4,4
8786,1,1
8787,9,9
41560,1,1
41568,1,1
8809,4,4
107118,30,30
8815,52,52
139887,1,1
41589,3,3
41596,4,4
8828,1,1
107142,2,2
107144,1,1
41613,26,26
139917,4,4
107153,5,5
8857,9,9
107165,2,2
107170,53,53
8871,34,35
41650,2,2
41653,2,28
41655,24,24
41657,1,1
41660,1,1
74429,4,4
8899,8,8
41672,27,27
107210,10,10
41675,27,27
41677,1,1
8911,3,5
41682,17,17
41685,2,2
107222,1,1
74455,1,1
8925,1,1
8926,1,1
8929,7,7
41699,16,16
8944,2,2
74486,4,4
74489,2,2
8954,14,14
41729,17,17
8966,6,7
8968,15,15
8971,2,2
41745,1,1
8978,3,3
8980,5,5
74518,1,0
8990,2,2
41760,1,1
41764,2,2
41766,1,1
74534,4,4
9013,7,8
74557,4,4
74562,3,3
107330,3,3
41798,6,6
9031,5,5
107344,2,1
9045,1,1
74583,4,4
9049,7,7
107358,16,16
9056,5,5
107361,12,12
107364,1,1
107367,0,1
140138,7,7
9074,13,13
9081,94,94
9088,10,10
107397,15,15
9103,3,3
9108,5,5
41877,10,10
41882,17,17
140213,1,1
9142,8,8
41912,10,5
41915,3,3
74685,3,3
41918,1,1
9166,18,18
41939,2,2
41942,3,3
140247,4,3
74721,2,2
9190,8,8
74726,2,2
9192,1,1
74732,2,2
41965,2,2
107505,2,2
74757,4,4
41990,12,12
74768,2,2
140305,3,3
107538,1,0
9237,5,5
74782,2,0
9249,11,8
74786,6,6
107554,7,7
9267,1,1
42041,28,28
9279,5,5
74822,26,24
107591,1,1
9298,12,11
9307,34,34
9312,13,13
42091,28,28
42100,73,73
107636,3,3
42108,3,3
9344,2,2
107650,11,11
42131,3,3
42154,3,3
42156,2,2
74929,4,4
42162,54,53
42167,4,4
9401,0,1
42171,62,66
107709,5,5
9406,5,5
107714,3,3
42181,20,20
9415,5,5
9426,2,2
74967,8,6
74968,6,7
42216,12,12
107762,4,0
42230,22,22
42245,2,2
9479,11,11
42252,1,1
9488,4,4
42257,3,3
9492,124,124
9509,3,3
42279,4,4
107816,2,2
42282,23,23
9516,9,9
42285,26,26
140597,1,1
9528,18,18
9534,13,13
42303,9,9
42306,42,42
42313,3,3
42315,24,24
9552,1,1
9564,2,7
9565,5,5
75109,5,5
75110,5,5
42347,3,3
42354,1,1
107892,3,3
9592,8,8
9595,1,1
42368,5,5
42369,22,22
42373,22,22
140679,1,1
42376,24,24
107915,1,1
107916,8,17
42380,4,4
9618,1,1
9619,1,1
42387,4,4
107926,1,1
42398,1,1
9631,9,9
42401,2,2
42403,20,20
42405,61,37
9638,4,4
42410,4,4
140729,1,1
9661,1,1
42435,22,22
9667,9,9
42443,4,4
9682,30,30
107987,8,8
42450,3,3
42453,4,4
9705,3,2
42473,26,26
9707,7,7
42484,3,3
42488,7,7
9726,3,3
108031,1,1
42494,1,1
42497,4,4
108037,0,1
9734,13,13
42505,25,25
9748,5,5
42522,1,1
75301,3,3
108076,4,4
108082,3,3
9785,5,5
42577,25,25
108131,56,13
108132,6,6
140901,1,1
9832,5,5
9839,1,1
42614,29,27
42625,4,4
9875,0,1
108184,2,3
42649,22,22
9885,14,14
9890,52,52
75430,8,9
9899,5,5
75442,3,3
9912,20,20
42681,1,1
42682,77,77
9917,1,1
9924,13,13
42694,1,1
9935,5,5
75476,4,3
42711,4,4
9950,4,4
75491,4,4
9960,1,1
75503,2,2
141045,1,1
42744,4,10
42747,26,26
9981,8,8
42750,29,29
42753,24,24
9986,5,5
9990,4,4
42760,2,2
42762,9,10
9999,5,5
42771,22,22
10011,9,9
42789,26,26
10025,2,2
75562,9,9
10030,15,15
108335,5,5
42800,3,3
75580,4,4
42816,27,28
108353,7,4
108354,1,1
42848,14,14
75620,2,2
42853,2,2
10088,1,1
42862,3,3
10098,3,3
10100,1,1
10103,1,1
75648,2,2
42884,0,1
42885,1,1
10119,9,9
108431,6,6
108432,6,6
75664,12,12
75668,68,68
108438,1,1
10137,5,5
108442,1,1
10142,1,1
10143,5,5
10144,6,6
10147,6,6
10152,1,1
10153,5,5
10161,2,2
10162,2,2
75708,3,3
10178,18,18
42947,22,22
42950,1,1
10188,2,2
108494,1,1
42968,27,27
10211,1,1
42980,4,6
42981,25,25
42985,5,5
10230,5,5
10232,3,3
43002,9,9
10235,6,6
43003,7,4
43009,2,2
108547,1,1
10254,24,24
43023,93,93
108565,1,1
108569,1,0
10274,3,3
43054,18,18
10289,2,2
43060,3,3
43063,22,22
10303,1,1
43072,1,1
10317,2,2
10322,3,3
43092,21,21
43097,10,7
43101,5,5
10351,1,1
10352,3,3
43127,26,26
10360,8,11
43131,28,28
10364,18,18
43135,5,5
10371,3,2
10374,5,5
10375,7,7
10379,34,34
108683,4,4
43151,7,7
108690,3,3
43156,1,1
75925,4,4
43172,0,1
43173,3,3
108717,2,2
10414,4,4
10416,52,52
108721,1,1
10419,1,1
10424,4,4
108728,3,3
10427,8,9
43196,15,15
108731,30,30
43198,6,4
108737,1,0
43202,5,5
75977,4,4
10444,10,10
43218,3,3
43225,28,28
10476,1,1
108782,61,61
10481,1,1
43258,23,23
10499,23,23
43269,4,5
10502,5,5
108807,2,2
10509,8,8
10510,1,0
10513,9,9
43291,16,16
10524,15,15
10527,1,1
43295,0,1
43296,1,1
43298,25,25
10531,10,10
10536,2,2
10538,3,3
10542,1,1
43318,6,6
43319,14,14
76105,3,0
108875,8,11
10572,1,1
76111,5,5
43354,5,7
10586,0,1
10590,15,15
10604,22,22
76141,0,4
10608,30,29
10610,64,64
10614,10,10
43386,1,1
76156,1,1
141695,3,3
10625,17,17
10631,3,3
10638,3,3
43407,26,26
43408,27,28
108944,3,3
10642,11,11
10648,20,20
10651,1,1
43420,30,30
10662,2,1
76202,12,12
43434,7,7
108977,1,1
43444,12,12
43446,5,4
76218,1,1
10684,3,3
108991,1,1
43460,26,29
76229,3,3
109006,11,11
10705,4,4
76241,2,2
141779,2,2
76253,4,4
10722,6,6
43499,25,25
43505,14,14
43507,19,19
10743,1,1
141816,2,2
10751,17,17
141828,1,1
10758,3,3
109084,1,1
43550,3,1
10793,18,18
43566,7,7
10802,8,9
43575,25,25
43585,1,1
43592,18,24
43601,12,12
10839,1,1
43613,29,29
43619,1,1
141924,2,2
43620,1,1
43630,1,1
43632,1,1
10868,1,1
43642,1,1
10884,5,5
43654,1,1
43659,12,12
141967,3,5
43667,12,12
109215,10,10
141984,7,7
43680,1,1
10916,4,4
43688,1,1
76462,0,3
142004,5,5
43703,15,15
43708,12,12
43711,1,1
43715,16,16
43720,12,12
43724,15,15
10967,3,3
76508,12,12
43741,1,1
43743,1,1
10987,1,1
43762,12,12
43768,21,21
109307,2,2
43777,12,12
43790,1,1
11025,6,6
43795,19,19
43799,21,21
43801,8,8
43804,9,9
109343,1,1
43808,3,3
43809,3,3
43810,5,29
43812,1,1
76591,3,3
76592,3,3
76596,1,1
43834,30,30
11071,22,22
11075,2,2
109382,1,1
11086,5,5
43860,23,23
76640,5,5
142184,2,2
76662,2,2
142202,2,2
11148,7,12
109452,3,3
76684,1,1
11165,1,1
11170,6,6
43942,1,1
43945,23,23
43949,22,22
11182,2,2
109490,6,5
109498,7,8
43963,1,1
11199,1,1
76740,1,1
11218,0,3
44002,29,29
11238,1,1
44012,1,1
11245,8,8
109551,3,3
44024,1,1
44035,21,21
11269,1,0
44039,4,4
76808,1,1
109578,3,3
11275,5,5
44048,5,5
11284,20,21
44053,23,23
44069,1,1
11306,22,22
44085,23,23
11321,1,1
44098,20,20
44100,3,3
44110,3,3
76893,4,4
44128,1,0
11366,19,19
44140,21,21
11372,9,9
44148,16,16
142457,7,7
142459,7,7
44164,8,8
44170,29,29
11410,11,11
44186,1,1
11422,4,4
109733,1,1
11434,1,1
142507,1,1
11453,8,8
44225,13,13
44226,13,11
109767,1,1
11467,0,1
77021,2,2
109789,1,1
11491,3,3
44262,3,3
77033,1,1
109801,1,0
44267,23,23
11503,1,1
44277,16,16
77046,1,2
11514,18,18
11516,1,1
11520,27,7
44297,16,16
109836,1,1
11533,43,43
109849,1,1
77082,2,2
77087,3,3
11558,2,2
44328,11,11
11572,1,1
44347,22,22
109884,1,1
44359,20,20
77131,4,4
142668,7,7
77136,12,12
11606,37,45
142688,7,7
11624,4,4
11634,16,16
11641,6,6
44410,3,3
11655,1,1
77193,115,115
77194,44,44
44428,11,14
44430,31,31
44446,20,20
11705,30,30
11717,4,4
11730,37,37
11735,1,1
77272,0,1
77282,1,1
11746,1,1
11754,21,21
11756,0,1
77292,1,1
44528,0,1
77297,4,4
44541,20,20
11776,17,17
44553,33,33
44557,27,27
44561,10,8
11798,56,54
110103,4,4
110118,4,4
11821,3,3
11826,4,4
44595,6,6
77368,3,3
77370,5,5
77371,68,68
11834,21,21
11838,1,1
77377,4,4
110145,4,3
142917,2,2
11847,1,1
44619,17,17
142924,1,1
142928,1,1
11857,1,1
142931,0,1
44629,1,1
11862,1,1
11865,8,8
11867,1,1
110174,2,3
11873,37,37
44655,20,20
77427,3,2
77430,9,9
11900,37,37
11951,7,7
44726,2,3
110266,4,4
110267,1,1
110274,3,1
143044,2,2
110277,5,5
11982,11,11
44752,1,1
44767,1,1
12002,6,6
44773,17,17
12005,6,6
12008,6,6
110312,1,1
44778,7,7
12013,103,103
110343,2,2
12048,1,1
12050,1,1
44829,6,6
77604,2,2
12074,3,3
77617,2,2
77634,2,2
77635,4,4
44868,17,18
110402,2,2
44871,1,1
77646,6,6
12115,4,4
12124,58,55
77667,2,2
143206,2,2
110441,1,1
12164,11,11
110483,5,5
110486,29,30
44957,20,20
12195,2,2
12196,2,2
12209,102,102
143310,5,5
45014,1,1
12248,6,5
12249,1,1
77799,3,3
12268,2,5
12276,39,39
45051,22,22
77830,12,12
110599,5,5
45064,3,3
12313,19,19
12318,17,17
143392,2,2
12322,16,16
12324,11,11
45096,3,3
77866,5,5
77873,2,2
12338,1,1
45108,13,13
45115,15,12
45116,10,8
77894,2,2
45132,3,3
77903,1,1
12372,6,6
12373,3,3
45149,4,4
12384,11,11
77932,4,4
77935,4,4
12401,7,7
45189,4,4
143517,2,2
143520,9,9
45216,3,3
12454,3,3
12461,9,9
45231,17,19
110793,3,3
12504,5,3
45272,1,1
110810,15,13
45276,3,3
45301,23,23
12534,2,2
45305,3,3
12542,6,6
12555,2,1
45326,13,13
45332,6,6
45333,1,1
110872,3,3
110891,5,5
110913,6,6
45387,15,16
45392,1,1
78162,10,10
12635,3,6
45408,30,30
45409,14,14
12650,3,1
143724,2,2
12659,9,7
45428,8,8
12664,17,17
45433,22,22
110968,5,5
12674,10,10
45445,1,4
110994,1,1
45460,3,3
12693,1,1
78231,4,4
143769,2,2
45470,3,3
12718,1,1
45500,4,5
45504,17,17
12740,5,5
12741,3,3
45514,22,24
143830,2,2
45528,13,13
45536,8,8
45540,4,14
12782,5,5
78325,5,5
12791,3,3
12792,8,8
45562,1,1
12798,1,1
12803,1,1
78340,8,8
111109,8,7
45571,1,1
12814,11,11
45590,3,3
45594,10,10
45596,14,14
143902,1,1
45602,57,47
12839,3,3
45609,3,3
111154,1,1
12852,1,1
45628,25,31
45635,20,20
12869,1,1
45663,14,17
45674,37,37
111212,1,1
78444,3,3
111215,2,2
45684,13,13
12917,1,0
45688,10,10
111229,1,1
111231,1,1
111233,1,1
111245,1,1
45710,1,1
45712,12,12
111249,1,1
45714,5,5
111265,1,1
45730,17,17
111269,1,1
12967,1,1
12975,1,1
111279,2,2
45747,16,16
144058,1,1
45760,3,3
12999,6,2
111305,1,1
13004,8,8
111311,1,1
45776,3,3
45797,36,36
144102,1,1
78579,2,2
13044,1,1
144120,9,9
13048,11,11
78588,11,99
45822,20,21
45836,37,38
78614,2,2
78622,6,6
13097,1,1
13114,31,34
111419,8,1
45888,13,13
111448,1,1
78680,0,2
78688,4,4
13163,6,6
13166,80,80
45937,3,3
13179,0,1
13190,17,17
45976,57,57
78745,2,2
45989,29,29
13225,11,11
46012,2,2
78781,4,4
13246,3,3
13257,84,84
78804,95,95
13280,17,16
13283,1,1
46052,3,3
13300,23,23
78840,4,4
13308,3,3
111615,6,6
46083,31,31
111620,8,8
46088,8,9
46095,1,1
13330,3,3
46106,13,13
111645,1,1
46116,13,13
111670,1,1
13371,5,6
46140,20,20
13376,1,1
46149,3,3
13383,3,3
46157,20,20
46162,25,24
78932,98,8
111705,1,0
13403,6,6
13407,3,3
46190,1,1
46201,5,3
46206,3,3
46224,1,1
13475,0,1
46248,1,1
46256,28,33
13496,15,15
13497,10,10
46265,1,1
13499,3,3
46273,13,13
13508,11,11
46276,13,13
144580,1,1
111819,1,1
46288,1,1
13521,3,3
111828,0,6
111833,6,6
111840,7,7
111841,1,1
13544,50,44
46323,13,13
13557,5,5
79094,4,4
46333,27,27
111871,8,8
79103,1,1
46340,1,1
79112,7,7
46345,3,3
46351,59,59
46354,1,0
46369,1,1
13603,3,3
79141,1,1
46374,3,3
46383,60,60
13616,27,27
13620,0,6
46389,3,3
46395,3,3
13627,4,4
13636,27,27
46413,37,37
46418,13,13
46432,1,1
79204,10,10
46436,3,4
111981,2,2
13679,9,9
79217,1,1
13682,8,8
46452,3,3
79220,4,5
46456,4,4
13692,21,21
79241,4,4
46475,4,4
46484,1,1
46487,7,7
13728,6,6
46497,2,2
79266,7,7
13731,3,4
46496,1,1
79271,2,0
79272,0,2
13743,1,1
144832,1,0
46534,13,13
46537,3,3
13770,3,5
46545,28,28
46552,17,17
112090,3,3
46556,6,6
46559,12,14
112098,2,2
13802,2,3
13804,17,17
46572,1,1
13809,5,5
46588,23,27
13820,5,3
46597,31,30
13830,8,8
46600,4,4
13833,26,26
79371,1,2
13838,19,19
46624,13,13
112169,5,5
46634,3,3
13866,5,5
46637,17,17
13872,59,60
13874,1,1
46648,50,50
13881,24,24
13880,33,33
79416,3,3
46653,7,5
46661,5,4
46670,1,1
79440,4,4
13912,1,1
13921,49,49
13922,46,46
112228,5,5
79463,4,4
13927,4,4
13932,1,1
79479,1,1
13945,1,1
46719,3,3
13951,1,1
46723,52,52
13963,5,5
79500,3,3
46748,26,27
46749,1,1
79519,1,2
79520,8,7
46756,12,12
46758,13,13
112296,1,1
13993,3,3
13992,1,1
13997,10,10
14000,6,6
14003,1,1
46777,37,37
46792,1,1
14026,1,1
112337,6,6
112341,1,1
46808,30,30
14046,1,1
46815,6,6
46820,2,2
46821,2,0
14067,3,3
14083,8,8
46861,2,2
14096,21,46
112400,0,1
112404,0,1
14108,4,4
14120,1,1
112424,1,1
46902,2,2
46904,2,2
14148,14,14
79687,2,2
46923,2,2
46928,50,50
46930,13,13
46946,27,24
14182,1,1
46951,31,31
46953,3,3
46955,2,2
46958,2,2
14192,31,31
14196,8,8
14206,1,0
46976,12,12
14213,1,1
46981,2,3
14215,83,81
46986,26,26
46989,2,2
14226,10,10
79762,5,5
14229,1,1
47000,38,38
14238,10,10
14243,17,17
47012,42,42
14253,1,1
47023,6,6
47027,1,1
47030,12,12
47040,4,4
79810,4,4
14281,8,8
14282,8,8
47050,2,2
14288,10,10
47062,2,2
14297,10,10
14300,9,9
79839,110,110
47076,1,1
47080,31,31
112624,1,1
14322,1,1
14324,19,19
14326,1,1
14330,5,5
47098,5,5
47103,12,12
14336,6,6
14342,5,5
47112,10,10
14347,1,1
47121,12,12
47129,42,42
14366,1,1
14372,29,29
47141,19,18
14376,5,5
14386,5,5
79922,2,2
47156,5,5
47164,2,2
47168,2,2
14403,3,3
47172,2,2
47176,4,4
47180,3,3
47182,2,2
14416,6,6
47185,2,2
47187,2,2
14423,5,5
47198,15,15
47205,4,4
47209,31,31
79979,0,1
145518,9,9
47214,2,2
14446,5,5
47221,9,9
47223,1,1
112760,3,3
14457,5,5
47229,13,13
47231,7,7
112770,1,1
14468,5,5
14472,10,14
14475,41,41
80011,1,1
14478,41,41
80015,1,1
47249,7,7
14482,7,7
14483,41,41
112794,7,7
14497,5,5
47272,16,17
112812,5,5
14508,1,1
47280,1,1
14515,5,5
47284,2,2
80053,1,1
14518,1,1
14524,41,41
