Node,Indegree,Outdegree
14528,5,5
47296,4,4
112833,1,0
14534,12,12
80081,47,47
47314,37,37
14547,85,80
14552,5,5
14555,5,5
145629,9,9
145630,9,9
47325,36,36
112861,15,15
80095,2,2
80098,1,1
112872,2,2
80105,1,1
14570,9,9
14568,1,1
14577,10,10
14578,44,44
47352,28,28
47358,2,2
47367,29,29
14603,12,12
47371,64,64
145677,5,3
80142,13,13
80144,5,5
47382,4,4
80156,8,8
80159,8,8
80163,8,8
14628,5,5
14629,1,1
80168,8,8
80171,8,8
80174,4,5
112946,1,0
112948,1,1
14647,8,8
80184,65,65
47416,2,2
14649,1,1
80189,4,4
47431,26,26
80203,1,1
47437,32,32
14674,6,6
14678,46,46
14684,1,1
14691,1,1
47461,44,46
14696,7,7
14697,78,83
14700,6,6
47468,1,1
47469,2,2
47473,1,1
14707,0,1
14709,37,40
47478,19,19
47480,19,19
14714,10,10
14715,1,1
47485,10,10
47495,49,49
47497,50,50
14737,1,1
47508,4,4
14746,5,5
47515,14,14
14750,2,2
113059,7,6
47525,49,49
14758,46,46
47527,1,1
14765,31,30
14767,5,5
47539,47,47
47543,50,50
14779,10,10
47550,64,64
47553,3,3
47554,3,3
113091,0,5
80325,1,1
14798,5,0
14805,1,1
47575,47,49
14811,1,1
113124,1,1
47592,2,2
113137,1,1
14835,48,48
47608,7,7
14841,1,1
47610,7,7
80381,5,5
80389,1,1
14854,55,55
47622,22,22
80402,4,4
47640,3,3
47642,24,24
14880,18,8
47651,21,21
113187,2,2
47653,69,69
80421,1,1
14893,12,12
47664,28,28
47670,28,25
14905,36,36
47679,48,48
113220,5,5
47691,4,4
14924,4,4
14931,23,23
47700,4,4
14934,6,6
47704,28,28
14937,5,5
47706,1,1
14942,27,27
14964,7,10
47733,25,25
80501,6,6
14972,6,6
47742,2,2
14977,34,34
14987,44,47
14998,11,11
15002,47,47
15005,1,1
47776,29,29
80545,4,2
113320,1,1
47786,65,65
113332,7,8
47800,46,21
80577,1,1
15054,6,6
80591,4,5
80599,3,3
15068,53,29
15069,40,39
80604,6,6
80616,6,6
80619,2,2
47856,3,3
80626,7,7
47864,24,24
47879,1,1
15116,5,5
47888,4,4
113429,8,8
47894,19,19
15128,38,44
113433,3,3
15131,22,22
47905,4,4
15142,2,2
47916,8,10
15154,18,10
47926,26,34
15158,15,15
47927,19,19
15168,2,2
15173,27,27
15176,1,1
15181,1,1
15186,16,16
47956,11,11
113492,3,3
15190,3,3
47959,3,3
47962,12,12
80735,1,1
47976,13,13
47979,19,18
47983,20,27
80761,2,2
15226,27,27
47995,20,20
113529,1,1
15231,10,10
113544,1,1
15241,4,4
48010,32,32
15243,4,4
15252,4,4
113566,13,13
15274,1,1
48045,7,7
48054,1,1
15288,28,27
80824,21,20
80827,1,1
15297,7,7
48067,12,12
15304,18,18
48078,15,15
15310,4,4
48081,2,2
48084,12,12
48091,1,1
15327,1,1
15328,1,1
48100,13,13
15335,4,1
15344,8,8
48113,11,11
15366,1,1
48134,1,1
48141,8,8
48144,8,12
48152,29,27
15385,1,1
15389,5,5
48158,28,27
48168,0,11
113708,7,7
15410,12,12
48181,12,12
48184,2,2
48190,15,15
15423,18,18
113732,10,10
15430,36,36
48204,30,30
113742,1,1
80976,4,4
15452,27,27
48226,13,13
48236,20,20
113773,5,5
15469,5,5
48244,37,37
15484,8,8
81030,15,15
48265,24,24
48266,24,24
15500,1,1
113805,3,3
48275,14,14
15513,1,1
15520,27,27
15522,18,18
48290,25,28
15524,3,6
81058,4,4
15526,7,7
15535,7,7
48304,26,26
48305,26,26
15539,10,10
48313,13,13
15547,26,23
15552,5,5
113857,5,5
48322,1,1
113861,1,1
15568,1,1
15571,26,26
48346,1,1
15579,2,2
48347,3,3
113888,4,0
48356,1,1
15602,12,12
48375,13,13
15612,5,5
48390,8,8
81160,2,2
48394,27,27
48402,11,11
113941,5,5
15639,30,30
15640,30,30
48411,14,14
81183,15,15
48422,32,32
15654,10,10
48425,19,19
113962,1,0
81196,4,4
15663,30,30
48432,3,3
15669,24,30
48440,10,9
113980,5,5
15682,5,5
48456,1,1
15692,1,1
15695,2,2
81232,12,12
15701,76,76
15707,16,16
15709,27,27
48480,13,13
15719,12,12
15724,16,16
114030,15,15
81263,1,1
15728,8,8
15731,12,12
48502,125,125
48505,3,3
114045,5,5
48511,21,13
15749,34,34
15750,34,34
114054,5,5
15755,15,15
15763,34,34
48556,9,9
15788,4,4
48565,13,13
15799,1,1
15804,24,24
81343,2,2
48576,21,21
15810,8,8
15815,1,1
15823,9,3
15825,19,19
48593,4,4
114130,1,1
15828,22,22
48601,27,26
15834,37,37
15835,2,4
48603,2,2
48608,21,21
114146,7,7
114153,1,1
15852,12,12
15857,4,4
15859,10,10
48627,36,36
15861,6,6
48632,2,3
15871,1,0
114176,10,10
48644,21,21
48652,34,34
15889,1,1
48660,13,13
15894,1,1
15897,1,1
48679,11,11
15920,2,2
15929,11,11
15947,19,19
48718,7,7
15952,21,21
15955,19,19
15957,46,46
48728,4,0
48729,4,4
81497,2,0
48738,31,32
15971,30,30
15978,1,1
15981,24,24
15983,0,19
81520,27,27
48755,31,32
15991,5,5
48762,13,13
48768,8,8
48771,50,50
16004,2,2
147079,1,1
16016,14,14
147090,4,4
48787,19,19
48786,1,1
16024,1,1
81562,6,6
48796,28,9
16029,34,34
16034,23,23
48805,17,17
16038,1,1
114346,1,1
48812,1,1
48823,53,53
16058,44,44
81600,4,4
16065,29,29
81605,4,4
114374,8,8
48837,13,13
16072,5,5
16074,0,1
147147,7,7
147152,7,7
16091,2,2
16097,34,34
48876,1,1
16113,34,34
16114,1,1
48896,50,50
147200,4,4
48898,13,13
48906,8,6
48907,11,11
16142,28,28
114446,5,5
48913,3,3
48914,4,23
81684,4,4
81688,2,2
48920,1,1
16156,3,3
16159,29,29
16163,11,11
48942,9,9
81721,1,1
48957,13,13
16193,1,1
16207,14,57
16208,5,4
48977,6,3
81749,46,46
48985,23,23
48990,1,1
16225,20,20
81766,1,1
16233,14,14
16245,30,30
49014,21,30
16247,32,32
49017,32,32
16251,0,1
114557,8,8
16256,2,2
16259,1,0
49028,17,17
16271,14,16
49042,25,25
49050,9,9
16288,24,24
49058,13,13
114595,4,4
81828,1,1
16293,0,4
49063,7,5
114605,1,1
49073,24,24
49077,15,14
49086,1,1
16335,55,55
81874,1,1
81875,2,2
49106,0,1
16350,26,26
16351,15,15
16363,4,0
16364,63,15
49136,8,8
16369,30,30
114674,8,8
16371,59,59
49140,1,1
49142,13,13
81910,10,10
16379,36,34
16380,1,4
49153,1,0
16391,36,36
49165,3,3
16400,24,24
16411,2,2
16418,10,10
49188,11,11
16424,1,1
16441,1,1
49210,73,73
49215,13,13
16448,62,62
114754,10,10
49224,1,1
16458,39,39
16463,6,6
49232,26,22
49233,4,4
16466,0,1
82004,3,3
16469,14,14
49238,9,9
49250,73,73
82026,0,1
49262,13,13
49265,52,52
49266,53,53
16498,1,1
16512,18,18
16517,18,17
49286,1,1
16519,20,20
16523,58,56
49293,2,2
16527,1,1
49297,4,4
82074,12,10
49310,28,28
16543,3,8
49319,13,13
49326,13,13
16562,1,0
49331,5,5
147655,4,4
147656,4,4
114892,1,1
16589,8,4
114898,1,1
82135,21,21
49368,7,27
16600,4,5
49370,22,22
16607,14,14
49379,36,36
82147,4,4
49381,24,24
49388,13,13
82160,6,6
49394,73,73
49395,73,73
16627,3,3
16632,19,19
16637,5,7
49407,8,8
49412,62,62
49413,2,2
49431,4,4
49434,16,16
82203,1,1
16672,22,22
16674,1,1
16690,0,5
16692,0,1
49464,18,18
49465,5,5
49472,13,13
49474,0,1
16709,14,14
115020,0,1
49485,14,14
49496,1,1
49499,55,45
49504,17,17
49506,37,37
49512,14,14
16747,29,29
49516,22,21
49521,12,12
115060,1,1
16759,1,1
49530,1,0
16763,2,2
49533,10,9
115069,1,1
16767,29,29
49537,54,70
49539,6,2
49541,3,3
49549,18,18
49554,14,14
115092,5,5
16790,23,23
49558,4,2
49562,1,1
16795,1,1
49566,17,17
16799,1,0
49570,18,18
49576,17,18
16809,4,4
16813,15,15
49584,8,8
16819,6,6
49591,0,1
16825,1,1
115131,7,7
49600,18,18
49604,23,23
16836,8,16
49612,3,3
49616,15,15
16850,33,33
49622,10,10
16855,20,20
49625,14,14
147933,0,1
16865,1,1
49638,18,18
115174,0,5
82407,3,3
49641,10,10
115179,5,5
82413,9,9
16877,1,0
49646,7,0
16881,1,1
16883,3,3
16894,1,1
49663,1,1
49666,10,10
16899,6,6
49678,8,8
115214,5,5
82449,4,4
49685,10,10
49689,2,2
49694,7,7
16927,1,1
115237,18,18
49705,2,2
115243,5,5
49708,23,23
16946,18,18
82482,9,9
115263,1,1
82502,9,9
49737,13,13
49740,3,3
16983,1,1
49754,25,25
49755,54,54
49757,7,8
16991,3,3
115296,5,5
49762,11,11
82531,1,1
49767,8,8
17001,1,1
49773,17,17
17005,1,1
49776,10,10
17009,4,4
17012,7,6
49782,59,59
49784,2,2
17031,29,29
17032,5,5
17033,6,6
115339,4,4
17038,12,12
49810,2,2
82578,4,4
115350,1,1
17057,3,3
49827,4,4
49832,1,1
49834,8,8
17067,3,2
82604,4,4
49838,2,2
49841,1,1
49846,58,58
49851,2,2
17085,20,20
17087,7,7
49857,2,2
49866,85,85
49869,2,2
17101,1,1
17111,38,32
17112,23,23
49882,1,1
17116,23,23
49885,17,17
49889,8,8
49896,7,7
49897,13,13
17135,22,22
17145,1,0
49914,1,1
49918,3,3
17157,1,1
82697,1,1
17166,2,2
49934,1,1
49946,1,1
49948,8,8
17181,5,5
17182,7,7
49953,2,2
17186,1,1
49964,17,17
49970,1,1
115507,1,1
17209,20,20
17227,1,1
82764,4,4
50001,1,1
50006,8,8
17249,32,32
115558,1,1
115566,1,1
50033,39,30
17280,1,1
17292,22,22
50060,2,2
115599,8,8
50063,1,1
115603,1,1
50068,3,3
148378,4,4
50074,1,1
50076,17,25
50077,2,2
17309,3,3
50088,29,29
17322,3,3
50091,4,3
50095,1,1
17330,4,4
50100,3,3
17340,6,6
148420,4,4
17350,4,4
50120,13,13
115658,8,8
17355,25,24
50132,14,14
17368,18,18
50140,2,2
82909,5,5
17381,3,3
17382,3,0
17384,4,2
115691,3,3
17395,3,3
50173,33,33
50181,10,18
17426,1,1
17427,1,1
17431,1,1
50202,67,58
17435,1,1
50204,10,10
17439,1,1
50208,2,2
17442,1,1
50212,26,29
82984,4,4
17449,25,25
50226,7,7
50228,10,10
83004,6,6
50239,25,22
50241,11,11
17479,3,3
50249,2,1
17488,3,3
50258,10,10
17492,0,1
50261,4,4
50267,19,18
17502,3,3
50273,8,8
17506,1,1
17517,12,12
50289,32,32
17521,20,20
17524,1,1
17532,3,3
115837,10,10
50306,25,25
17543,14,14
50314,3,3
50329,11,11
148634,4,4
50337,10,10
115877,3,3
83112,10,10
50348,8,8
17580,1,1
50354,1,1
17587,20,20
50360,1,1
115900,10,10
17597,5,5
17601,35,36
50385,31,31
17621,5,5
17623,1,1
83164,9,9
50398,10,10
17633,2,2
50402,19,19
50404,13,13
17639,1,1
50413,0,2
50415,33,33
115954,3,3
50421,13,13
17654,18,18
50425,33,33
50429,28,28
50432,31,31
83205,34,34
17684,2,2
83221,0,2
50454,10,10
50459,52,52
17706,5,5
50476,23,23
17713,17,17
50489,13,13
116026,5,5
17723,2,2
50494,3,3
50496,8,8
50502,1,1
50504,23,23
17736,27,27
50508,1,1
50512,1,0
17749,13,7
50524,10,10
17758,11,9
17764,5,5
83300,5,0
17767,3,3
17772,2,2
50544,79,79
83313,9,9
83316,1,1
17783,20,20
17798,2,2
17805,6,6
116110,6,6
50576,2,2
17809,3,3
50585,2,2
17818,2,2
50589,23,23
83362,2,2
50598,10,10
50603,2,2
116141,6,6
50607,1,1
116146,7,7
50610,1,1
17844,29,29
17847,1,0
50627,27,27
116163,1,1
17872,2,2
17874,44,45
50643,4,4
50642,2,2
50647,1,1
83419,2,2
17892,16,16
50664,1,1
17899,17,17
116205,1,1
50670,3,3
50671,2,2
116209,4,4
17906,21,22
50678,10,10
17914,1,1
17916,1,2
116229,8,8
116233,0,1
50700,52,52
17934,2,0
17937,2,0
17941,37,37
50710,1,1
50712,45,45
17945,12,12
50720,13,13
50725,1,1
50733,14,14
17968,5,5
116272,4,1
83505,1,1
50742,9,9
50746,13,13
50748,14,11
50754,51,43
17988,4,4
83533,4,4
116306,4,4
50776,2,2
18008,2,2
50780,13,13
18019,8,8
18021,2,2
18022,94,94
18026,32,32
50801,13,13
18037,34,34
50806,25,25
116341,4,4
83578,2,2
83581,20,20
50814,8,8
18048,2,2
18060,32,32
18065,4,4
18069,5,4
18073,4,4
50847,13,13
18082,28,30
18093,1,1
116399,1,1
50864,13,15
18097,25,25
83635,1,1
50868,9,9
116404,1,1
18104,21,23
50887,79,79
18120,1,1
50898,30,31
18130,5,5
50901,1,1
50902,4,4
50908,2,2
18148,35,35
50917,52,52
18153,37,37
18157,59,55
50928,7,7
18166,5,5
18167,28,28
83702,9,9
50941,1,1
116482,4,4
50955,14,14
50958,9,9
83728,4,4
50966,13,13
50968,48,48
50971,10,10
18206,24,24
50976,86,86
116521,10,7
50989,50,50
18221,3,0
18223,0,1
50993,43,43
18226,12,11
18229,28,28
83769,4,4
51004,79,79
51009,4,4
51014,13,13
51016,14,14
18251,4,4
51020,7,7
116555,3,4
51023,2,2
51031,35,35
149344,4,4
51043,4,4
51046,9,9
18288,5,5
51061,5,5
18295,11,12
51076,1,1
51080,26,26
18313,1,1
51089,1,1
51091,38,38
51096,10,9
51098,27,27
18330,25,25
18341,36,36
18342,135,135
116645,1,1
116651,1,0
18350,1,1
51123,7,7
18358,1,1
18359,1,1
51136,9,9
51142,9,9
116680,4,4
18382,19,19
116687,3,3
116688,3,3
18385,5,5
51156,4,4
18395,4,4
51165,5,6
51168,1,1
18402,10,10
51171,37,37
18403,22,22
18408,23,24
51188,9,9
51190,72,70
18425,6,6
116730,1,1
51193,1,0
51197,8,7
18432,32,32
51201,2,2
51208,10,10
116744,4,4
116748,4,4
51216,1,1
51217,4,4
18456,36,36
51226,38,40
18467,1,1
18471,10,10
116777,1,1
51242,9,9
18475,0,2
116784,8,8
18481,0,2
18482,5,5
51254,23,23
84030,6,6
116801,1,1
84034,30,30
18504,23,23
84046,11,11
51278,5,5
18512,1,1
51282,41,41
51283,2,1
18516,28,28
18517,27,27
51287,7,7
51301,37,37
18538,3,3
149612,4,4
51310,37,37
84081,4,4
51325,1,1
18558,1,1
149632,2,2
18562,24,23
51330,13,13
51335,7,7
18572,8,7
51353,37,46
51362,1,1
18597,0,10
51370,13,13
18604,37,37
51372,5,5
116910,1,1
51376,17,17
18611,1,1
18615,2,2
18619,1,1
51389,15,16
84169,1,1
84173,4,4
18641,1,1
51410,43,67
51413,24,24
51418,24,24
18653,3,5
116958,3,3
116961,1,1
84197,2,2
18663,1,1
51432,10,10
18673,23,28
84211,4,4
116985,1,1
84221,2,2
51453,2,2
117003,1,1
18704,32,32
149780,0,6
18711,1,1
18716,25,25
149788,6,6
51486,23,23
18720,1,1
51499,5,5
51506,9,9
18749,9,9
149828,4,4
149838,6,6
18779,14,8
18784,1,1
51564,4,4
18796,8,8
18798,6,6
149875,7,7
117109,5,5
149879,3,3
84345,2,0
149883,3,3
149886,7,7
51584,9,9
51587,8,8
51592,22,22
117133,1,1
51601,25,25
117137,11,11
51605,25,25
149915,6,6
51616,51,56
149922,4,5
117157,5,5
149928,3,3
117161,5,5
149936,7,1
51640,1,1
51643,9,9
149948,6,6
51650,27,27
18882,1,5
51654,17,17
149962,6,6
117196,5,5
51662,2,2
117204,3,3
51672,16,16
84447,8,8
51679,13,13
117217,5,5
149990,6,6
51689,28,28
18921,7,7
117230,5,5
18938,1,1
51711,27,27
117248,8,8
18945,24,24
51713,16,16
18947,8,8
117252,3,3
84492,8,8
51728,9,9
51741,1,1
51743,2,2
18976,2,2
117285,3,3
18982,5,5
150056,6,6
18985,1,1
18992,27,27
51763,5,5
84532,4,4
117300,1,1
51768,1,1
19005,16,16
51778,10,10
84551,11,11
19016,2,2
51787,25,25
19020,28,25
19022,26,26
51795,2,0
51801,1,1
117339,1,1
51806,9,9
84577,8,8
84581,6,5
117350,3,3
150120,1,1
19048,8,0
51820,1,1
19053,19,19
19054,10,10
117358,1,1
19066,1,1
51840,4,4
150146,2,0
51844,23,23
84612,1,1
19084,1,1
19085,1,1
51858,2,2
84627,46,46
19093,7,10
19101,1,1
51872,5,5
51876,20,20
19109,12,12
84644,4,4
51880,9,9
84650,4,4
51884,50,50
150188,6,6
51891,12,12
150198,0,1
19127,25,25
51896,28,28
150199,1,1
51898,1,1
150206,1,1
19138,7,6
51908,8,8
19141,4,4
19143,2,2
117449,4,4
19145,1,0
150224,0,1
51922,11,8
19154,33,33
51926,2,2
117464,5,3
19161,38,36
19166,1,1
84703,4,4
84707,4,4
19173,13,13
150246,6,6
84710,4,4
117481,3,3
84713,4,4
19177,1,1
150257,6,6
150259,6,6
150263,6,0
150266,6,6
84731,4,4
84740,4,4
19207,20,20
51984,16,16
51988,2,2
51992,27,27
51993,8,8
51994,0,8
84760,4,4
52002,9,9
52013,5,5
84789,1,1
117560,3,3
52026,39,47
52031,17,17
117579,1,1
52044,12,12
117581,3,3
117582,3,3
19283,32,32
19284,35,37
117592,3,3
52058,16,16
52060,12,12
117596,3,3
52062,4,4
52063,10,10
19298,1,1
19299,4,4
52074,9,9
52078,13,13
84848,72,72
52089,20,20
84863,9,9
52096,55,65
52103,41,41
84872,1,1
52108,30,30
52120,47,47
52122,9,9
52125,1,1
19359,1,1
52130,17,17
52135,1,1
84904,1,1
150443,3,3
84908,23,23
52140,8,8
52145,10,10
84913,1,1
117689,8,8
52155,2,3
52157,15,16
84926,3,7
117695,5,5
52161,34,34
52166,9,9
19399,1,0
84945,46,46
52178,22,22
19409,1,1
52181,5,8
150485,3,3
84951,18,18
84960,7,6
52192,4,4
84962,2,7
84968,1,1
52201,10,10
19433,1,1
52204,3,3
19439,2,2
52208,7,7
52212,3,4
52213,18,18
19444,2,2
52217,6,4
19452,3,3
19454,3,3
52223,9,9
117760,1,1
150529,3,3
19458,23,23
52226,9,9
19460,0,1
52229,25,25
19461,1,1
19463,3,3
52235,2,3
52239,15,15
19473,1,1
52243,52,52
117780,1,1
85014,1,1
117787,5,5
52252,0,10
150556,3,3
19483,2,2
19486,1,0
52261,3,6
19503,3,3
19506,2,2
19509,7,7
52282,50,50
85051,14,14
52284,21,21
85056,4,4
52288,9,9
52292,52,52
52293,27,27
85064,1,1
52297,1,1
117836,5,5
52301,10,8
52306,1,2
52309,47,47
150618,3,3
52316,1,1
19554,1,1
52324,52,52
19559,12,12
52328,5,5
52330,24,24
19564,1,1
117869,13,13
52337,1,1
117874,2,2
52357,16,16
117893,1,1
52360,6,6
85131,7,7
19596,1,1
85133,8,8
117905,4,4
52370,4,4
52371,41,41
117906,17,17
52376,1,1
52380,9,9
85154,4,4
52389,3,3
117927,6,6
52393,11,10
19625,1,1
52396,8,8
52397,25,25
85166,4,4
52399,8,8
19632,6,6
150702,0,1
52403,27,27
19638,26,26
52406,8,8
19640,1,1
52409,28,33
52418,21,21
52421,17,17
19654,20,20
52426,26,26
85194,4,4
85197,6,6
52432,48,48
19667,0,1
52436,21,13
19670,1,1
52443,52,52
19676,4,4
52446,6,6
52448,8,8
52452,79,78
19685,20,19
150756,1,3
85230,4,4
52464,18,18
52466,9,10
52469,2,1
19703,4,4
52473,40,40
19705,2,2
19712,22,21
52483,26,25
118023,1,1
52489,38,38
19722,1,1
52494,21,15
118034,5,5
52498,2,2
19733,17,17
52507,9,9
19741,4,4
118047,5,5
52518,2,2
150825,42,37
52522,22,22
150828,9,9
19759,11,15
52528,2,2
52529,2,2
19763,3,3
118070,6,6
52539,0,1
150844,7,8
150847,56,54
52544,11,11
52546,11,11
19780,1,1
118084,1,1
52554,9,9
52557,6,6
19804,1,0
85342,8,8
19813,2,2
52586,7,7
150897,2,2
19830,1,1
52604,62,55
19839,8,8
150913,84,84
85378,2,7
52614,52,52
118150,3,3
118154,1,1
52620,9,9
118157,8,8
19854,8,8
52623,22,22
52629,36,37
150936,120,120
52636,22,22
85405,6,6
52642,1,1
85412,7,7
19881,2,2
150955,17,17
150956,45,45
52655,1,1
52657,8,8
52665,1,1
118202,1,1
19899,20,20
19904,1,1
52676,1,1
85446,10,14
19910,6,6
85450,8,8
52684,3,3
52685,3,3
19927,1,0
52698,9,9
151003,26,27
19932,4,3
52702,0,2
151008,17,17
52705,1,1
19938,6,6
19942,1,1
52710,1,1
52712,29,27
118249,1,1
19946,1,3
19948,8,8
19951,44,44
52720,51,51
118260,5,5
52725,22,22
19958,1,1
151039,10,10
52736,9,9
52742,22,22
52748,3,3
19988,32,32
19990,32,32
52761,29,7
19994,1,1
151067,10,10
118298,1,1
19998,1,1
118306,5,5
151075,89,89
20003,2,2
20008,1,1
52776,3,3
20017,4,4
151093,113,113
52789,35,35
118331,5,5
52800,1,1
151114,40,41
52811,35,35
20048,3,3
20051,6,7
52822,9,9
20056,6,6
52825,1,1
118363,3,3
118369,1,1
20068,1,1
20071,1,1
20080,3,3
52849,27,27
52860,1,0
118397,1,1
52863,1,1
20097,34,35
118402,5,5
20104,6,6
52873,3,3
151179,14,14
151180,12,12
118414,4,4
118415,34,34
52880,9,9
118419,3,3
20116,8,8
20115,0,2
52883,2,2
52888,9,9
118424,15,15
52892,2,3
52896,41,41
85664,1,1
52897,2,2
52901,26,26
85670,20,20
52905,2,1
20139,8,8
118447,35,35
20148,6,6
151221,58,58
52917,8,8
20149,1,1
52921,5,5
52923,3,3
52924,3,3
151229,41,40
52926,35,35
52925,35,35
52928,3,3
20160,3,1
20162,31,31
118471,1,1
20169,14,15
118473,3,3
118475,83,83
52943,27,26
151247,50,50
151250,13,13
52948,36,37
20182,7,7
52951,9,9
20186,1,1
118492,1,1
52958,2,2
52961,1,1
52962,1,1
52964,0,1
52972,14,15
151279,6,8
20209,30,27
52977,2,2
20212,3,3
118519,3,3
52984,13,13
20218,4,4
52987,1,1
151293,97,97
118526,1,1
52992,20,20
52993,40,40
151302,89,90
85766,1,1
52998,3,0
85769,8,8
20236,12,3
53004,1,0
53008,19,19
53013,45,45
85786,8,8
53021,23,23
53027,7,7
53028,29,29
151332,79,79
20259,1,1
53031,3,3
53035,1,2
118573,11,11
20271,10,10
53039,7,7
20273,30,30
53041,35,35
118580,3,3
20279,4,4
53047,2,0
53050,28,28
151354,58,58
20285,36,36
20286,6,5
53053,3,3
53054,3,3
118589,3,3
85824,7,7
118599,1,1
53065,2,2
53072,1,0
53076,3,3
85844,11,11
118614,5,5
85847,2,2
20312,30,29
20313,7,7
53081,1,1
118612,1,1
53084,1,1
20319,17,17
53090,3,3
20323,1,1
53093,57,57
53097,1,1
85870,4,4
53112,2,1
118649,3,3
20348,41,41
53116,1,1
118655,2,2
20353,4,4
20356,6,6
53124,1,1
20359,4,4
53127,0,3
85897,1,1
53133,35,35
20367,44,44
118674,1,1
118675,1,1
151444,47,47
53140,4,12
118679,3,3
53146,7,19
53147,35,35
151452,30,30
20381,34,35
53151,9,9
20390,7,7
53160,63,63
53161,35,35
53166,0,1
53167,20,20
20400,7,7
53169,20,20
53170,20,20
53171,38,38
20405,25,25
151477,16,16
53176,24,32
53179,20,20
53183,2,2
20415,4,1
53185,19,19
53187,1,1
53189,15,9
53191,20,20
85960,25,21
53192,20,20
53193,20,20
20425,7,7
85967,6,6
53200,18,18
53201,7,7
118739,8,8
53204,4,3
20437,8,9
53205,5,5
20440,4,4
53210,3,3
53211,9,8
53217,29,29
151523,1,0
53222,50,50
118760,4,4
53225,9,9
118763,3,3
20462,4,4
53232,8,8
53234,19,20
20469,7,7
53238,16,16
20471,33,27
53242,8,8
53243,8,8
53244,8,9
118783,3,3
20480,3,3
53249,12,12
53252,9,9
151557,24,24
53253,5,5
53257,20,20
53258,20,20
118794,7,7
118795,1,1
118800,3,3
53264,1,1
151570,18,18
20500,4,4
53269,9,9
20502,4,9
53272,19,19
53273,12,12
53274,12,12
151577,3,3
53277,26,26
53281,31,32
118819,3,3
53286,5,6
20518,4,4
151590,1,1
151593,23,23
53290,5,5
118832,8,8
86066,2,2
53298,2,2
53300,9,9
118835,6,6
118837,3,3
53305,24,31
53309,4,4
53312,1,1
53316,2,2
20554,4,2
53324,15,15
20557,17,17
53326,28,28
20560,1,0
20561,3,3
53330,28,29
53332,15,15
118868,8,8
20577,8,8
86121,3,3
20589,11,11
53362,20,20
53364,19,19
53366,23,23
151672,5,5
118904,3,3
53370,15,15
53374,3,4
151678,8,8
53375,2,2
86149,3,3
20616,4,1
53385,15,15
53386,27,27
53388,8,8
53389,18,18
53394,2,2
53399,22,21
53402,10,10
151711,34,42
118943,1,1
118948,7,7
53414,2,2
20647,3,3
53417,4,4
151721,10,10
53421,36,36
151730,7,7
86195,19,16
53429,3,4
151736,24,24
53432,1,1
53435,12,12
118974,1,1
53439,29,29
53440,29,29
151743,10,10
86207,3,3
53443,12,12
151748,7,7
53446,14,14
118988,4,3
53457,17,17
53458,17,17
86227,8,8
53464,7,7
53465,20,21
20701,5,13
20703,9,9
86239,0,1
119009,8,8
53478,26,26
86248,3,3
20714,26,26
53486,1,1
53491,1,1
20727,23,16
53498,4,3
53502,17,17
20735,0,3
20738,2,2
53509,12,12
119049,1,1
53514,1,1
151819,5,4
53520,12,12
53521,2,2
20753,1,1
20755,10,10
86291,10,10
20759,3,3
86297,4,4
20762,11,11
20761,0,6
86299,1,1
20767,1,1
53536,1,1
151842,2,2
86307,3,3
86308,2,2
53544,1,1
119080,1,1
53548,6,6
151853,26,25
20783,47,47
53552,23,23
53553,17,17
20786,4,4
151864,39,39
53561,8,8
53564,3,3
151869,14,15
151870,1,0
20800,2,2
53572,1,1
53575,8,8
151881,10,10
53578,47,47
53579,29,29
151886,2,3
53583,13,13
20815,27,27
151889,4,4
20828,11,11
53604,4,4
53605,11,11
53607,2,3
53618,1,1
53621,32,32
20857,7,7
53625,8,3
53629,50,57
53630,57,57
53631,2,2
20864,14,14
53641,5,5
119177,1,1
20881,1,1
53653,63,63
53654,50,50
53659,26,25
119197,1,1
119201,8,8
119211,8,8
53680,21,21
53688,12,13
53691,21,21
20926,3,3
53698,9,9
86477,111,112
53709,5,4
20966,32,28
20970,1,1
53739,39,39
20979,4,4
86521,1,1
20989,3,3
53764,37,22
53766,35,35
53769,9,9
152073,1,1
21005,13,20
53777,3,3
152082,49,49
119314,1,1
21010,1,0
21016,11,11
119324,1,1
53790,2,2
53792,12,12
152097,35,35
152101,1,1
53804,3,3
21039,2,2
53807,2,2
86580,4,4
152117,39,39
21048,15,15
119357,1,1
21055,2,2
53825,1,1
152133,36,54
53830,7,3
119372,6,6
21069,2,2
21068,2,2
86607,3,3
53841,2,2
53847,18,18
53854,3,3
53856,1,1
21089,13,13
53859,18,18
21093,47,47
53862,4,4
53869,26,26
86637,3,3
53871,34,34
53876,15,14
86645,2,2
119417,2,2
53889,23,23
53890,23,23
119427,1,1
86664,1,1
53897,27,27
21132,5,5
53900,9,9
119453,3,4
21154,1,1
21157,12,16
119462,8,8
86698,12,12
53930,1,1
53941,12,12
53942,12,15
21175,10,10
53944,9,3
21179,4,4
86716,4,4
53951,5,5
21185,2,2
86724,15,15
21196,29,29
53964,10,10
53969,10,10
21203,14,14
21208,11,12
53977,12,13
86754,31,35
53991,28,28
21229,4,4
86769,1,1
54003,10,10
21235,4,4
152309,10,10
54008,2,2
152314,22,22
21243,18,18
152317,7,7
86785,6,6
152322,15,15
119555,1,1
54020,13,13
54026,1,1
21260,28,30
54029,29,29
54030,29,29
86797,3,3
21264,36,36
119568,13,13
119570,1,1
119567,1,1
21270,4,4
